OBJECTID	PDIV_ID	Af_used_2017	Af_used_irr_2017	Acres_2017	Af_used_mun_2017	Af_used_stk_2017	long_nad83	lat_nad83	county
24059	30441	0	0	0	0	0	-100.4227473	39.88592445	DC
24060	1223	0	0	0	0	0	-101.8641561	37.69658359	ST
24061	50919	12.02107712	0	0	0	12.02107712	-101.4715376	37.40252327	GT
24062	21807	0	0	0	0	0	-100.3202024	37.66100926	GY
24063	38087	51	51	125	0	0	-100.984621	37.71863179	HS
24064	5392	0	0	0	0	0	-101.0428649	38.33906194	SC
24065	19975	0	0	0	0	0	-97.76913466	38.53914238	MP
24066	17057	98	98	122	0	0	-101.5602255	39.55254748	SH
24067	6700	173	173	125	0	0	-101.1488877	37.63067214	GT
24068	1734	0	0	0	0	0	-100.3378834	37.32918379	ME
24069	48553	0	0	0	0	0	-99.07368816	38.48912386	RH
24070	1570	0	0	0	0	0	-101.889496	39.50308569	SH
24071	31366	0.108024833	0.108024833	1	0	0	-101.1885781	38.66015102	WH
24072	49521	119.8431185	119.8431185	125	0	0	-99.10478721	38.07627961	PN
24073	43109	255	255	125	0	0	-100.6167211	37.28581158	ME
24074	40200	0	0	0	0	0	-97.36043629	37.52541607	SG
24075	12815	0	0	0	0	0	-97.49200661	37.80313013	SG
24076	45110	0	0	0	0	0	-101.8671898	39.40876576	SH
24077	33509	0	0	0	0	0	-99.31748602	38.86324071	EL
24078	7125	31	31	46	0	0	-98.96774531	39.63643804	SM
24079	7140	0	0	0	0	0	-97.3313485	37.69867475	SG
24080	14885	0	0	0	0	0	-99.34491789	39.40529553	RO
24081	39220	1.140337148	1.140337148	5	0	0	-99.37747303	38.9122013	EL
24082	44788	0	0	0	0	0	-97.77459813	39.62034013	CD
24083	14222	0	0	0	0	0	-97.65610546	39.58932329	CD
24084	7497	79	79	116	0	0	-101.9574079	39.45754638	SH
24085	44068	0	0	0	0	0	-98.72762172	39.4389913	OB
24086	19173	0	0	0	0	0	-99.60535783	39.23136472	RO
24087	60232	0	0	0	0	0	-98.25069309	38.16069195	RN
24088	29280	7	7	20	0	0	-100.6622417	39.77016735	DC
24089	22690	17	17	39	0	0	-100.1554888	39.13671624	GH
24090	1256	196	196	164	0	0	-101.4873235	39.4007206	SH
24091	29409	106	106	167	0	0	-101.2837585	39.41257192	TH
24092	48718	0	0	0	0	0	-101.9907387	39.43039685	SH
24093	25986	115	115	120	0	0	-101.7854823	39.61931461	CN
24094	16914	33	33	37	0	0	-100.9992941	39.82218199	RA
24095	40173	45	45	140	0	0	-101.0842227	39.23366548	TH
24096	38642	0	0	0	0	0	-101.3856702	39.14447585	TH
24097	54218	83	83	128	0	0	-101.1439849	39.35501361	TH
24098	18176	211	211	105	0	0	-101.9140671	39.70466357	CN
24099	14529	0	0	0	0	0	-101.8425883	39.75057601	CN
24100	16391	56	56	90	0	0	-101.0138314	39.29985489	TH
24101	12604	0	0	0	0	0	-97.90519506	38.09880587	RN
24102	1999	93.73057011	93.73057011	115	0	0	-97.69890826	38.54004702	MP
24103	13456	156	156	120	0	0	-101.7973728	39.54970546	SH
24104	10090	112	112	120	0	0	-100.9891516	39.42720363	TH
24105	14966	0	0	0	0	0	-101.8079149	39.73571614	CN
24106	51534	0	0	0	0	0	-97.17099132	37.69441216	SG
24107	3900	0	0	0	0	0	-100.6327153	39.7853445	DC
24108	54432	0	0	0	0	0	-98.35450424	38.18878909	RC
24109	15540	90	90	120	0	0	-100.7398852	39.30751565	TH
24110	47343	109	109	168	0	0	-101.6325577	39.40423929	SH
24111	38610	87.25	87.25	70	0	0	-97.73374075	39.16535939	OT
24112	36100	211	211	220	0	0	-100.1858173	38.78604228	GO
24113	29445	104.8333333	104.8333333	150	0	0	-97.77274099	39.74551665	RP
24114	22293	0	0	0	0	0	-100.5496109	39.4491243	SD
24115	43414	38.75452277	38.75452277	25	0	0	-99.29904108	37.2718941	CM
24116	48319	47.13473336	47.13473336	55	0	0	-100.7406958	39.66466198	DC
24117	811	83	83	120	0	0	-102.0403823	39.7512031	CN
24118	191	30	30	120	0	0	-100.9237874	39.12428772	LG
24119	38363	0	0	0	0	0	-97.30853114	37.75036049	SG
24120	30189	13	13	50	0	0	-97.88581408	38.58352772	MP
24121	5525	118.302537	118.302537	120	0	0	-98.04581527	37.93384243	RN
24122	40403	63	63	72	0	0	-97.64704428	37.94872844	HV
24123	6687	182.6199705	182.6199705	126	0	0	-98.64107705	38.32273521	BT
24124	21820	0	0	0	0	0	-98.39342407	37.95279658	RN
24125	54281	0	0	0	0	0	-97.32939138	37.74363761	SG
24126	46660	17.32847222	17.32847222	130	0	0	-98.69693888	37.82828345	SF
24127	19243	0	0	0	0	0	-98.68025172	38.23986175	SF
24128	61104	90.75	90.75	122	0	0	-98.89015132	38.11273416	SF
24129	32565	0	0	0	0	0	-98.8940827	38.35445475	BT
24130	9816	0	0	0	0	0	-97.62958757	37.42286932	SU
24131	53155	0	0	0	0	0	-100.1562318	37.6826234	FO
24132	5142	114	114	170	0	0	-99.16079788	37.70830502	KW
24133	51367	0	0	0	0	0	-99.12449906	37.7251238	KW
24134	52469	0	0	0	0	0	-99.76693067	37.17960369	CA
24135	46331	0	0	0	0	0	-97.553897	37.89144862	SG
24136	19968	59	59	66	0	0	-98.12662144	37.56029665	KM
24137	39823	8.981712501	8.981712501	38	0	0	-99.71467549	38.4382152	NS
24138	18293	194.4166667	194.4166667	130	0	0	-98.84411193	38.14143587	SF
24139	49185	0	0	0	0	0	-98.8652343	38.28423895	BT
24140	10362	178.0031364	178.0031364	125	0	0	-99.01756282	38.04735679	PN
24141	6126	73.8282221	73.8282221	90	0	0	-99.71574194	38.05853793	HG
24142	54813	202	202	130	0	0	-99.33671735	37.71519229	KW
24143	63	0	0	0	0	0	-97.57243341	37.8065891	SG
24144	43644	0	0	0	0	0	-100.1110355	37.6532013	FO
24145	54500	0	0	0	0	0	-99.26857607	38.15245498	PN
24146	32052	0	0	0	0	0	-96.76277166	37.69103573	BU
24147	47007	0	0	0	0	0	-99.76881665	38.2760495	NS
24148	39466	0	0	0	0	0	-97.55077614	37.92307228	HV
24149	50573	153.9166667	153.9166667	117	0	0	-99.06535435	38.1715572	PN
24150	46284	0	0	0	0	0	-98.97662031	38.27604428	BT
24151	29487	0	0	0	0	0	-99.90489104	37.70074127	FO
24152	29525	0	0	0	0	0	-98.13848907	37.66519083	KM
24153	42645	0	0	0	0	0	-97.75786659	38.047873	RN
24154	34455	0	0	0	0	0	-98.77371325	38.45032185	BT
24155	51354	0	0	0	0	0	-98.79735784	38.32265657	BT
24156	38089	143.2863487	143.2863487	130	0	0	-99.05101878	38.08718451	PN
24157	10264	555.9903146	0	0	555.9903146	0	-97.93719701	38.07061717	RN
24158	47858	11	11	84	0	0	-99.98464162	37.62801082	FO
24159	23882	123	123	150	0	0	-99.62515814	38.18471631	HG
24160	35085	0	0	0	0	0	-99.40984304	37.90918186	ED
24161	4300	274.3063547	0	0	274.3063547	0	-97.39053164	37.54986734	SG
24162	2670	0	0	0	0	0	-97.67929507	37.9523494	HV
24163	34696	94.2946316	94.2946316	120	0	0	-99.48494647	37.83306157	ED
24164	53773	0	0	0	0	0	-97.63308086	37.95249046	HV
24165	52141	0	0	0	0	0	-99.03605661	38.21447959	PN
24166	27710	0	0	0	0	0	-98.81729951	38.33931256	BT
24167	51855	0	0	0	0	0	-97.4173919	38.26504554	MP
24168	39623	58	58	120	0	0	-99.75315494	37.567501	FO
24169	53204	35.41666667	35.41666667	55	0	0	-98.30797235	38.26787517	RC
24170	8226	27.78570574	27.78570574	36	0	0	-98.81804486	38.31365768	BT
24171	46256	75.38690997	75.38690997	64	0	0	-98.73243541	37.98905494	SF
24172	45896	0	0	0	0	0	-99.1318623	38.16155187	PN
24173	37699	0	0	0	0	0	-98.78132615	38.13686579	SF
24174	1295	135.1200395	135.1200395	128	0	0	-99.19151338	38.03985999	PN
24175	15099	0	0	0	0	0	-96.60980133	38.94372955	GE
24176	27842	124	124	244	0	0	-101.2783344	37.14057913	SV
24177	44708	0	0	0	0	0	-101.0049688	38.59734653	SC
24178	41124	0	0	0	0	0	-98.93542721	38.12749213	PN
24179	10791	81.71863827	81.71863827	130	0	0	-97.6365399	39.98614798	RP
24180	32227	23.20078809	23.20078809	78	0	0	-101.1096817	38.66585587	SC
24181	34303	110.6425943	110.6425943	100	0	0	-98.78859411	37.63693521	PR
24182	14143	0	0	0	0	0	-101.9178652	37.15629085	MT
24183	26365	139	139	125	0	0	-100.8298447	37.79873663	FI
24184	35371	0	0	0	0	0	-101.6630061	37.03904667	MT
24185	1369	113	113	79	0	0	-97.30359853	37.50116791	SG
24186	4880	28.65389396	28.65389396	35	0	0	-99.41808512	38.47203685	RH
24187	9956	0	0	0	0	0	-95.93578991	39.12990272	SN
24188	33223	59	59	105	0	0	-99.23723869	37.8723559	ED
24189	2344	146.5	146.5	116	0	0	-98.75218336	38.08308118	SF
24190	35231	188	188	127	0	0	-98.69694615	38.05372333	SF
24191	33449	7.133321672	0	0	7.133321672	0	-96.25987526	39.71518844	MS
24192	20006	0	0	0	0	0	-101.1862037	37.79101092	KE
24193	34380	0	0	0	0	0	-100.0448685	37.35546798	CA
24194	44547	0	0	0	0	0	-94.85109151	37.04300359	CK
24195	46970	0	0	0	0	0	-96.06142753	39.1896414	PT
24196	49426	0.629121899	0	0	0.629121899	0	-97.13586883	39.37457615	CY
24197	48758	29.23943766	29.23943766	59	0	0	-95.61050659	39.07022917	SN
24198	28615	0	0	0	0	0	-99.42668882	37.64557964	KW
24199	26333	57.2347484	57.2347484	92	0	0	-96.16916273	39.19001708	WB
24200	54141	0	0	0	0	0	-97.52287799	37.7689159	SG
24201	28636	345.0718273	0	0	345.0718273	0	-95.70648004	39.0984995	SN
24202	4621	0	0	0	0	0	-97.3127737	39.85595346	WS
24203	10481	0	0	0	0	0	-100.9650798	38.30091393	SC
24204	27838	155	155	125	0	0	-98.58673244	37.85675314	SF
24205	4719	0	0	0	0	0	-96.54697581	39.17192827	RL
24206	29781	0	0	0	0	0	-96.10608828	39.16975658	WB
24207	1312	0	0	0	0	0	-96.96749381	38.41673007	MN
24208	53990	74	74	123	0	0	-100.5738109	37.93261737	GY
24209	28405	0	0	0	0	0	-98.93526954	38.27188318	BT
24210	910	0	0	0	0	0	-96.61352115	39.21923136	RL
24211	26377	0	0	0	0	0	-96.23761653	39.29747399	PT
24212	12084	25.75	25.75	190	0	0	-99.30424793	38.18439392	PN
24213	25522	0	0	0	0	0	-98.68817592	37.48887963	PR
24214	34059	0	0	0	0	0	-100.9425313	37.03034186	SW
24215	7006	0	0	0	0	0	-101.8878133	37.7496554	HM
24216	31258	0	0	0	0	0	-101.0658131	38.07147302	FI
24217	3246	96	96	160	0	0	-101.4437696	37.68815417	GT
24218	16784	0	0	0	0	0	-100.54148	37.7304929	GY
24219	9826	168	168	123	0	0	-101.0001716	38.10124377	FI
24220	41735	114.9758632	114.9758632	244	0	0	-101.1439039	37.342961	SV
24221	53592	14	14	23	0	0	-101.0645861	38.31659176	SC
24222	29648	253	253	130	0	0	-101.2260027	37.99930646	KE
24223	49448	0	0	0	0	0	-100.6102886	37.59756577	GY
24224	50204	0	0	0	0	0	-101.1243026	38.51018171	SC
24225	32526	0	0	0	0	0	-100.5593888	37.45139154	ME
24226	1652	0	0	0	0	0	-101.4509412	38.60387444	WH
24227	45501	0	0	0	0	0	-100.9098408	38.04126418	FI
24228	60334	0	0	0	0	0	-101.1468402	37.21379359	SV
24229	37261	0	0	0	0	0	-101.6865285	37.4893383	ST
24230	43559	74	74	100	0	0	-101.2747246	37.03872786	SV
24231	38690	262.3561075	262.3561075	200	0	0	-100.7104312	38.10472105	FI
24232	19663	0	0	0	0	0	-101.016817	38.65344728	SC
24233	39421	0	0	0	0	0	-100.687653	37.71365477	HS
24234	32089	0	0	0	0	0	-100.8647427	38.01206185	FI
24235	5212	0	0	0	0	0	-101.7424613	37.55554528	ST
24236	51062	108	108	160	0	0	-101.2847045	37.81305438	KE
24237	41278	0	0	0	0	0	-101.5780409	37.68771378	ST
24238	31874	0	0	0	0	0	-101.6259101	37.40642924	ST
24239	6847	0	0	0	0	0	-100.4070474	37.6866505	GY
24240	33390	290	290	250	0	0	-100.8112163	37.24627069	SW
24241	5186	146.2616349	146.2616349	122	0	0	-101.2356587	37.84651927	KE
24242	1329	138	138	120	0	0	-100.3691126	37.8669811	GY
24243	37306	92	92	127	0	0	-101.0580132	37.78393553	FI
24244	18925	0	0	0	0	0	-101.9553805	38.81395747	WA
24245	52974	0	0	0	0	0	-101.9000835	38.77031042	WA
24246	17168	0.557616825	0	0	0	0	-101.3993791	37.57172931	GT
24247	28616	229.2305379	229.2305379	246	0	0	-102.0084359	37.24056049	MT
24248	28054	1.546443006	0	0	0	1.546443006	-101.7597295	38.51242603	GL
24249	23231	120	120	125	0	0	-101.3221788	37.67026906	GT
24250	61220	0	0	0	0	0	-101.7457135	37.64816894	ST
24251	54047	0	0	0	0	0	-101.2609393	37.39439452	GT
24252	5310	140.8097566	140.8097566	120	0	0	-101.6325762	38.72079266	WA
24253	6553	0	0	0	0	0	-101.218031	38.42998719	WH
24254	37771	42.75665872	0	0	0	42.75665872	-100.4546116	37.94290075	GY
24255	19789	0	0	0	0	0	-101.2128383	37.6341412	GT
24256	29275	0	0	0	0	0	-101.6123687	38.74005941	WA
24257	4776	421	421	256	0	0	-100.8968199	37.30049277	SW
24258	31223	0	0	0	0	0	-100.4094278	37.8844951	GY
24259	8494	254	254	125	0	0	-101.1160673	37.93348805	KE
24260	38148	0	0	0	0	0	-101.6394947	38.86754083	WA
24261	53463	0	0	0	0	0	-101.6402147	38.86695052	WA
24262	53284	205	205	250	0	0	-101.8383955	38.65362701	GL
24263	18578	0	0	0	0	0	-101.2266478	37.90472983	KE
24264	4743	0	0	0	0	0	-101.3955696	38.61953564	WH
24265	35536	0	0	0	0	0	-95.10983366	37.34624441	LB
24266	47219	0	0	0	0	0	-100.8157884	37.96007462	FI
24267	19792	46	46	71	0	0	-101.0961461	38.58303389	SC
24268	35641	0	0	0	0	0	-101.1853839	38.46041836	WH
24269	49264	0	0	0	0	0	-100.8006393	37.91725978	FI
24270	8943	155	155	125	0	0	-100.7935485	37.40202294	HS
24271	3744	47.16818423	0	0	0	47.16818423	-101.5402448	37.30844214	SV
24272	53827	0	0	0	0	0	-101.3604794	37.43814769	GT
24273	4390	0	0	0	0	0	-101.3709327	37.44614356	GT
24274	37080	0	0	0	0	0	-100.500459	37.96012574	GY
24275	44095	148	148	110	0	0	-100.9340615	38.0109636	FI
24276	22026	0	0	0	0	0	-101.3357484	37.29444163	SV
24277	520	249	249	130	0	0	-101.1991275	37.90454034	KE
24278	33625	0	0	0	0	0	-101.2175385	37.83918958	KE
24279	6690	128.2211808	128.2211808	120	0	0	-101.7871809	38.53832505	GL
24280	18036	0	0	0	0	0	-95.12772812	38.9559464	DG
24281	28597	119	119	132	0	0	-97.70227007	39.96908907	RP
24282	5859	0	0	0	0	0	-95.47371	39.18831982	JF
24283	49715	0	0	0	0	0	-96.07564388	39.19679924	PT
24284	7605	0	0	0	0	0	-97.76499329	37.27200662	SU
24285	49548	0	0	0	0	0	-94.60553415	39.13085191	WY
24286	12421	0	0	0	0	0	-98.9630822	38.14924703	PN
24287	37808	51.91666667	51.91666667	66	0	0	-98.81195439	38.4123722	BT
24288	61885	0	0	0	0	0	-96.85863994	39.37134725	RL
24289	43540	21.38032414	21.38032414	87	0	0	-95.38022189	39.07777023	JF
24290	39362	0	0	0	0	0	-97.45449412	38.35865916	MP
24291	2726	0	0	0	0	0	-95.17794113	39.74257727	DP
24292	6333	0	0	0	0	0	-99.32697764	38.46699249	RH
24293	47869	34.27456107	34.27456107	50	0	0	-99.16113699	38.49737304	RH
24294	25219	34.93774762	34.93774762	71	0	0	-96.21272383	39.21233666	PT
24295	50580	16.36238649	16.36238649	61	0	0	-96.26179472	39.20444668	PT
24296	35078	0	0	0	0	0	-99.00473808	38.23258953	PN
24297	23914	0	0	0	0	0	-97.389114	37.85306996	SG
24298	13912	13.62739412	13.62739412	130	0	0	-99.19186509	37.97416849	ED
24299	26767	73.74536214	73.74536214	63	0	0	-99.18657812	38.48285309	RH
24300	13606	0	0	0	0	0	-99.40975738	37.77438124	ED
24301	11251	136.8622469	136.8622469	110	0	0	-98.78934811	37.67166287	PR
24302	5079	146.5	146.5	115	0	0	-98.98159244	38.20019371	PN
24303	41719	171	171	140	0	0	-97.82680487	37.95838557	RN
24304	52713	28.08333333	28.08333333	125	0	0	-98.83419799	38.27916788	BT
24305	30459	154	154	126	0	0	-99.3464313	37.84370963	ED
24306	16849	15	15	85	0	0	-98.72381329	37.62632632	PR
24307	46268	0	0	0	0	0	-99.9710095	37.94045899	HG
24308	35316	5.536610291	0	0	5.536610291	0	-100.1607674	38.65361416	NS
24309	512	0	0	0	0	0	-97.46991226	37.77146306	SG
24310	24312	0	0	0	0	0	-97.42249848	37.85412592	SG
24311	34644	0.207567262	0	0	0.207567262	0	-99.10088981	38.17608378	PN
24312	3672	0	0	0	0	0	-99.5772883	37.74916437	FO
24313	48426	80.25	80.25	72	0	0	-99.31254823	38.18438399	PN
24314	37843	0	0	0	0	0	-97.41495098	38.30511818	MP
24315	46525	42.71277363	0	0	42.71277363	0	-99.90779815	38.08288039	HG
24316	53768	0	0	0	0	0	-97.55123977	37.50802825	SG
24317	39339	219.5893215	219.5893215	130	0	0	-98.87096842	37.85076613	SF
24318	3862	0	0	0	0	0	-98.0460976	37.82008555	RN
24319	27911	0.991250602	0	0	0.991250602	0	-98.5576104	37.75665726	PR
24320	8216	19	19	21	0	0	-97.51411014	38.0247901	HV
24321	40339	132	132	132	0	0	-98.04126581	37.77343387	RN
24322	23535	142.8036127	142.8036127	130	0	0	-99.20963604	37.80238116	ED
24323	34065	192	192	130	0	0	-99.45878579	37.72300892	KW
24324	8961	73.66666667	73.66666667	77	0	0	-97.71142923	37.37999974	SU
24325	23909	50.13518449	0	0	50.13518449	0	-97.60090775	37.22708186	SU
24326	9526	17	17	60	0	0	-99.7557352	37.43635254	CA
24327	23945	0	0	0	0	0	-97.30884326	37.44546018	SU
24328	7738	1	1	63	0	0	-99.72160385	37.63341029	FO
24329	9473	412	412	608	0	0	-100.2041161	37.66220008	FO
24330	35370	0	0	0	0	0	-98.97824371	38.48864861	BT
24331	1849	194.9166667	194.9166667	128	0	0	-99.35452878	37.78105787	ED
24332	23451	0	0	0	0	0	-99.53846208	37.792462	ED
24333	27317	130.75	130.75	125	0	0	-99.05417457	38.03274893	PN
24334	45224	0	0	0	0	0	-98.96524292	38.26736328	BT
24335	35369	0	0	0	0	0	-98.59048273	37.54871992	PR
24336	36248	199.7403721	199.7403721	125	0	0	-99.36357809	37.70803154	KW
24337	29928	129.5165582	129.5165582	130	0	0	-98.70681811	37.52541332	PR
24338	11923	0	0	0	0	0	-100.056941	37.60129325	FO
24339	31933	192.3333333	192.3333333	128	0	0	-99.21007131	37.7662983	ED
24340	46971	175.3500833	175.3500833	130	0	0	-99.32760947	37.90185332	ED
24341	6702	0.022095989	0	0	0	0	-98.85249388	38.35884313	BT
24342	35150	0	0	0	0	0	-98.2156657	37.63597972	KM
24343	35444	0	0	0	0	0	-97.59488577	38.87164509	SA
24344	35620	1935.231133	1935.231133	80	0	0	-99.94266617	39.35155409	GH
24345	21667	0	0	0	0	0	-101.4681821	38.90795985	LG
24346	50566	49	49	77	0	0	-101.0595419	39.21424588	TH
24347	39968	0	0	0	0	0	-99.48093761	38.92977196	EL
24348	26118	185.25	185.25	130	0	0	-98.79754533	37.83622232	SF
24349	42956	104	104	238	0	0	-100.6502234	39.4279545	SD
24350	10619	0	0	0	0	0	-100.6770172	38.94034161	GO
24351	27404	258.0473898	258.0473898	260	0	0	-98.94066676	37.59377969	PR
24352	15727	46	46	128	0	0	-98.99143116	39.64128105	SM
24353	22936	84	84	89	0	0	-100.3410416	39.92876649	DC
24354	41164	63	63	90	0	0	-100.3410566	39.92696548	DC
24355	18047	76.42852101	0	0	76.42852101	0	-99.29888389	39.66280973	PL
24356	44699	0	0	0	0	0	-98.91720769	38.35633182	BT
24357	31342	181.9166667	181.9166667	125	0	0	-99.43791506	37.83679725	ED
24358	23367	0	0	0	0	0	-97.60508063	38.70996537	SA
24359	36867	155	155	125	0	0	-101.572776	39.41314964	SH
24360	30178	119	119	118	0	0	-101.8152829	39.3163099	SH
24361	33719	25	25	75	0	0	-100.7431708	39.65604396	RA
24362	22083	0	0	0	0	0	-101.3503499	38.90702925	LG
24363	22969	85	85	115	0	0	-101.6982597	39.39453892	SH
24364	52612	0	0	0	0	0	-100.2603944	39.05906122	GO
24365	41766	255	255	250	0	0	-101.6325577	39.41223914	SH
24366	35872	78.42572219	78.42572219	123	0	0	-100.5953418	39.39106484	SD
24367	26644	137	137	217	0	0	-101.4281218	39.32923227	SH
24368	19089	0	0	0	0	0	-100.4608064	39.11676749	GO
24369	19657	0	0	0	0	0	-97.90161463	38.06902154	RN
24370	6115	0	0	0	0	0	-100.200332	39.06266706	GO
24371	5344	0	0	0	0	0	-97.58027609	38.68252255	SA
24372	22004	5	5	150	0	0	-102.0120802	39.53093497	SH
24373	52418	148	148	120	0	0	-102.00811	39.52638503	SH
24374	37504	0	0	0	0	0	-98.73309552	37.90676971	SF
24375	46001	0	0	0	0	0	-97.58699341	38.78449621	SA
24376	25647	0	0	0	0	0	-99.56478012	39.66570994	PL
24377	16695	14.01610552	0	0	14.01610552	0	-99.1033077	39.45557029	RO
24378	31381	61	61	80	0	0	-99.35007979	38.16617448	PN
24379	20966	59	59	123	0	0	-100.6133919	39.28505585	SD
24380	61523	61.58643061	61.58643061	110	0	0	-100.5577509	39.39378482	SD
24381	40491	0	0	0	0	0	-99.33146954	39.7735917	PL
24382	31818	150.657816	150.657816	130	0	0	-98.80788599	37.5795018	PR
24383	40566	84	84	142	0	0	-100.8377981	39.44317402	TH
24384	6008	0	0	0	0	0	-100.6415429	39.21546864	SD
24385	26241	496.2943186	496.2943186	389	0	0	-100.3297466	39.50375341	SD
24386	22277	0	0	0	0	0	-100.8474373	39.12903861	LG
24387	41762	0	0	0	0	0	-99.13153066	39.68187259	PL
24388	49747	158.9166667	158.9166667	128	0	0	-99.09250877	37.61157535	KW
24389	20184	0	0	0	0	0	-97.49649339	39.54669912	CD
24390	37619	0	0	0	0	0	-99.69834068	38.12782726	HG
24391	50586	64.08726688	0	0	0	0	-98.37070509	38.37829146	RC
24392	11885	0	0	0	0	0	-98.88408701	39.6524077	SM
24393	14756	150	150	120	0	0	-100.8556782	39.39053449	TH
24394	34510	76	76	133	0	0	-97.73585104	38.43864796	MP
24395	34124	103	103	120	0	0	-99.02381232	39.65848102	SM
24396	36927	209.3717681	209.3717681	240	0	0	-101.5069441	39.45687943	SH
24397	39321	59.65916937	59.65916937	240	0	0	-100.5633237	39.19126789	SD
24398	40180	25.88084738	25.88084738	58	0	0	-101.6103564	39.15491441	SH
24399	9021	0	0	0	0	0	-100.4881946	37.55754441	GY
24400	51910	0	0	0	0	0	-101.0286424	38.00975084	FI
24401	12789	0	0	0	0	0	-101.0219313	38.04954775	FI
24402	1337	94	94	111	0	0	-101.2436073	37.96075989	KE
24403	52480	0	0	0	0	0	-97.8887441	38.49352057	MP
24404	4587	0	0	0	0	0	-100.7608311	37.96909305	FI
24405	53489	0	0	0	0	0	-101.0095044	38.00631418	FI
24406	39361	161	161	120	0	0	-101.9476576	39.46158633	SH
24407	28225	147	147	125	0	0	-101.6514378	39.65167528	CN
24408	32789	0	0	0	0	0	-99.75514819	39.0288046	TR
24409	5055	0	0	0	0	0	-100.8333362	38.53707772	SC
24410	10555	25	25	31	0	0	-100.2455661	37.32489152	ME
24411	41891	262	262	195	0	0	-100.7792132	37.6322343	HS
24412	44301	0	0	0	0	0	-101.7518807	39.85119274	CN
24413	31256	0	0	0	0	0	-101.5110206	38.5148784	WH
24414	3230	388	388	244	0	0	-101.1989886	37.27501288	SV
24415	28063	107.4629202	107.4629202	120	0	0	-100.9795906	39.29628505	TH
24416	61879	67	67	63	0	0	-100.1038081	39.27688475	GH
24417	1243	197.0041522	197.0041522	115	0	0	-100.4081155	37.33267344	ME
24418	52558	40	40	58	0	0	-100.3622582	37.3526016	ME
24419	18940	0	0	0	0	0	-101.4826265	37.85300858	KE
24420	44407	45.2136099	45.2136099	89	0	0	-97.74866956	39.60999407	CD
24421	54723	110	110	230	0	0	-101.9727669	39.25312078	SH
24422	43684	17	17	40	0	0	-100.9714702	38.59055152	SC
24423	29354	0	0	0	0	0	-100.1944028	39.75142157	DC
24424	51283	0	0	0	0	0	-97.67059443	38.83703528	SA
24425	27487	0	0	0	0	0	-100.9582316	38.19695682	FI
24426	3286	0	0	0	0	0	-101.2493006	37.93924964	KE
24427	9189	0	0	0	0	0	-101.2564629	37.01963825	SV
24428	27211	85	85	95	0	0	-100.4087048	38.57395554	LE
24429	50721	0	0	0	0	0	-101.602648	37.26519164	MT
24430	43006	0.736532955	0	0	0	0	-99.68040289	38.88184006	TR
24431	33600	103	103	265	0	0	-101.8140331	39.37038876	SH
24432	12216	0	0	0	0	0	-101.0081889	38.47871694	SC
24433	12766	224.053325	224.053325	160	0	0	-100.7252563	37.67838407	HS
24434	32107	0	0	0	0	0	-100.6114224	37.72596331	GY
24435	30951	5	5	65	0	0	-100.8395342	38.18013183	FI
24436	15642	242	242	125	0	0	-100.8714981	37.30788446	SW
24437	52778	0	0	0	0	0	-101.132283	38.10077906	KE
24438	11012	0	0	0	0	0	-101.9780436	38.81393998	WA
24439	38083	0	0	0	0	0	-100.4374747	37.88899715	GY
24440	61767	124	124	250	0	0	-100.993683	37.27733424	SW
24441	26717	53	53	123	0	0	-101.1713309	37.63719873	GT
24442	17043	240.0176768	128.436003	159	111.5816738	0	-101.3950939	37.17703311	SV
24443	39042	0.008961151	0	0	0	0.008961151	-100.8745516	37.56546195	HS
24444	32618	0	0	0	0	0	-97.66437116	39.36567571	CD
24445	46513	0	0	0	0	0	-100.9446932	37.59252835	HS
24446	12138	0	0	0	0	0	-100.7579809	37.15616079	SW
24447	308	208	208	125	0	0	-101.1713584	38.02615245	KE
24448	26146	0	0	0	0	0	-101.2000273	37.86125252	KE
24449	47681	0	0	0	0	0	-100.3724778	37.64766345	GY
24450	32215	0	0	0	0	0	-100.5833217	37.80597756	GY
24451	20326	0	0	0	0	0	-101.623186	38.6943031	GL
24452	50328	196	196	125	0	0	-101.2487267	37.72521485	GT
24453	52057	258	258	135	0	0	-102.0405104	38.01192232	HM
24454	24940	0	0	0	0	0	-100.9338662	37.44971559	HS
24455	10992	0	0	0	0	0	-100.8678579	37.38750035	SW
24456	27895	110	110	135	0	0	-101.6606339	38.7065913	WA
24457	33313	173.8883723	173.8883723	125	0	0	-100.7515272	37.83261925	FI
24458	11570	146	146	139	0	0	-100.6459133	37.43497335	ME
24459	3819	0	0	0	0	0	-100.5975804	37.23988158	ME
24460	26923	45	45	125	0	0	-100.5772121	37.88154239	GY
24461	46529	251	251	160	0	0	-100.7300396	37.50362956	HS
24462	36498	195	195	125	0	0	-101.0121568	37.73316346	HS
24463	18907	295	295	125	0	0	-100.9187635	37.70561393	HS
24464	52479	196	196	248	0	0	-100.479368	37.64372298	GY
24465	13713	0	0	0	0	0	-100.5480365	37.59122752	GY
24466	16026	223	223	122	0	0	-101.9255145	37.76765232	HM
24467	31438	0	0	0	0	0	-100.5293836	37.70394595	GY
24468	11006	168	168	188	0	0	-101.3303855	37.35897132	SV
24469	54149	0	0	0	0	0	-100.6705044	37.71469368	HS
24470	29935	0	0	0	0	0	-102.0193117	37.72339948	ST
24471	41723	0	0	0	0	0	-101.893061	38.65818471	GL
