AGRI,Crop,ET,GMD,GW,P,SW,URBAN,YEAR
0.5545753,1.2,116.5,4,69.33733,183.312,0.0,0.04008702,2002
0.42876628,1.0,104.1,4,8.891116,193.019,0.0,0.026302421,2002
0.6284561,1.2,121.0,4,0.0,240.424,0.0056429473,0.055794567,2002
0.52015054,1.2,196.3,4,22.374336,416.959,0.0,0.04059527,2004
0.7528914,1.15,302.6,4,28.677862,425.86902,0.00035659937,0.12725727,2004
0.70525247,1.15,145.8,4,65.80221,172.11101,0.014251925,0.07443786,2002
0.5464293,1.0,190.1,4,0.0,415.044,0.0,0.0944607,2004
0.47267398,1.15,170.7,4,0.0,364.944,0.0,0.051474217,2004
0.44999394,1.0,156.7,4,4.2719145,312.915,0.0,0.027025232,2003
0.5179721,1.15,138.2,4,10.934522,400.522,1.5746418e-05,0.07312798,2004
0.5642877,1.0,257.0,4,6.019353,440.26202,0.0,0.041321367,2004
0.6147671,1.0,143.8,4,25.542944,328.65,0.0,0.08428533,2003
0.5372082,1.15,218.7,4,21.529308,438.304,0.0,0.060637,2004
0.44419327,1.0,193.5,4,97.261,338.57,0.12466622,0.066128194,2003
0.552001,1.15,233.7,4,71.11779,356.988,0.0,0.07659391,2004
0.55273646,1.0,109.2,4,24.792362,189.45,0.0,0.03270668,2002
0.8434828,1.15,119.1,4,158.94853,250.48401,0.0008770928,0.12849253,2002
0.670571,1.15,107.5,4,0.0,239.44499,0.0,0.084862225,2002
0.4141906,1.0,120.7,4,32.16629,205.683,0.1470163,0.0515807,2002
0.6895605,1.15,261.7,4,61.97558,347.98102,0.0,0.096510515,2004
0.629863,1.2,180.7,4,71.51065,314.478,0.0,0.014188539,2003
0.5146079,1.15,278.0,4,22.126957,434.543,0.038954858,0.06138178,2004
0.54251707,1.0,180.4,4,49.40991,175.701,0.0,0.019448413,2002
0.7461703,1.0,198.2,4,16.59155,411.535,0.00080399297,0.040910557,2004
0.44377288,1.0,91.1,4,29.790419,281.688,6.5313448e-06,0.06852736,2002
0.44377288,1.0,205.9,4,36.11182,397.652,6.5313448e-06,0.06852736,2003
0.6495765,1.0,203.3,4,13.111346,225.74,0.006610423,0.045472607,2002
0.7522444,1.2,251.6,4,165.42845,393.068,5.2279942e-05,0.103440404,2004
0.57735884,1.15,80.3,4,7.4377093,193.583,0.0,0.021314565,2002
0.61472815,1.0,158.1,4,15.451703,367.29102,0.0,0.1065706,2003
0.55172306,1.0,170.4,4,36.18176,358.923,0.0,0.061135262,2004
0.5189425,1.15,245.4,4,48.11716,314.878,8.1807435e-08,0.029401215,2003
0.4906247,1.15,78.5,4,20.579477,220.873,0.0,0.022467133,2002
0.53054094,1.0,106.4,4,35.632908,235.254,0.0,0.0946589,2002
0.5506315,1.0,149.0,4,79.728,200.217,0.0,0.052239697,2002
0.5838912,1.15,281.2,4,58.393906,441.382,0.037800938,0.13222314,2004
0.57031035,1.15,112.2,4,46.178272,166.884,0.0,0.01822627,2002
0.59747744,1.15,233.9,4,148.61624,377.541,0.0,0.016647536,2004
0.66011715,1.0,168.3,4,0.0,332.524,2.001762e-05,0.0748274,2003
0.7749946,1.2,230.1,4,65.15372,328.663,0.00020369279,0.12874733,2003
0.6050435,1.2,116.6,4,29.626465,258.087,0.004774474,0.070102565,2002
0.60490763,1.0,147.7,4,70.639435,268.595,0.0,0.06930239,2002
0.7749946,1.2,86.7,4,76.67144,269.938,0.00020369279,0.12874733,2002
0.72984755,1.15,209.2,4,123.23121,374.619,7.6899996e-05,0.07483138,2004
0.38231656,1.0,249.7,4,0.4686029,468.91202,0.17661719,0.04530016,2004
0.5492776,1.15,180.0,4,43.388508,366.898,0.0,0.025788704,2004
0.59253335,1.0,220.3,4,1.9595503,446.046,0.015843254,0.056091182,2004
0.72146165,1.0,229.4,4,13.954104,313.239,0.0010712836,0.11712487,2003
0.49352384,1.0,163.0,4,0.0,376.814,0.0,0.08390783,2003
0.5310852,1.0,186.4,4,35.09752,336.754,0.0,0.013835328,2003
0.81523603,1.2,369.2,4,254.99399,399.383,0.0053061023,0.09293871,2004
0.683334,1.2,160.8,4,2.0923665,349.81,0.00018026127,0.04843507,2004
0.5243297,1.15,177.7,4,47.990974,302.744,0.029846575,0.075551234,2002
0.6478908,1.2,277.1,4,131.61067,321.229,0.0,0.0067276023,2003
0.5614662,1.15,207.4,4,22.465424,382.482,0.0,0.10372579,2003
0.37990472,1.0,260.7,4,32.315567,330.448,0.0,0.05433658,2003
0.5484723,1.0,245.9,4,73.620964,352.853,0.0,0.07935493,2004
0.45242694,1.0,242.4,4,25.04071,317.492,0.12438491,0.053170286,2003
0.38231656,1.0,218.3,4,1.3349735,327.469,0.17661719,0.04530016,2003
0.55273646,1.0,219.7,4,22.803072,372.352,0.0,0.03270668,2004
0.42876628,1.0,203.2,4,8.211234,348.267,0.0,0.026302421,2004
0.6781086,1.15,160.4,4,27.627138,310.73,0.0,0.008419822,2003
0.58075714,1.0,259.2,4,135.96906,357.517,0.0,0.028691808,2004
0.56589264,1.2,141.4,4,62.98044,185.709,0.0,0.04257691,2002
0.5536129,1.0,183.9,4,26.410223,378.865,0.0,0.025893189,2003
0.7090599,1.15,226.7,4,32.683083,347.128,3.8729937e-05,0.09771418,2003
0.56194735,1.0,87.5,4,38.486282,173.299,0.0,0.022848777,2002
0.724388,1.15,231.3,4,38.918587,460.60098,0.0065254387,0.122901894,2004
0.6457515,1.0,183.1,4,24.58803,379.65698,0.0,0.022664795,2004
0.832503,1.15,235.0,4,99.16236,382.078,0.003154587,0.083202064,2004
0.4638859,1.0,91.6,4,8.000002,193.54001,0.0,0.018778509,2002
0.5165118,1.15,198.4,4,49.93459,433.051,0.0,0.0387575,2004
0.5536129,1.0,116.7,4,27.761997,180.119,0.0,0.025893189,2002
0.440251,1.0,196.2,4,50.94756,287.89398,0.0,0.020569915,2003
0.6510438,1.0,248.5,4,114.29406,380.31,0.0,0.017664889,2004
0.7329003,1.15,189.9,4,23.456451,251.939,0.00016897658,0.056991145,2003
0.6278022,1.2,118.8,4,24.28987,325.54,0.0,0.054645065,2003
0.53054094,1.0,144.8,4,36.407623,365.81,0.0,0.0946589,2003
0.6706628,1.0,214.8,4,194.99586,211.326,0.020102013,0.116970405,2002
0.7522444,1.2,236.6,4,172.17154,284.893,5.2279942e-05,0.103440404,2003
0.35753572,1.0,256.7,4,8.611214,446.851,0.17076804,0.050657038,2004
0.6165776,1.0,218.1,4,60.36352,278.425,0.031945784,0.075652294,2003
0.53903556,1.0,163.6,4,53.4212,302.045,0.037123226,0.060328558,2003
0.65748686,1.2,166.9,4,19.61751,230.389,0.0004132335,0.032510035,2002
0.5953835,1.0,92.9,4,17.828266,228.023,0.0,0.049328048,2002
0.4833878,1.0,148.3,4,0.5386436,314.39,0.0,0.018362192,2003
0.7214617,1.0,101.9,4,3.6496801,227.792,8.448829e-05,0.109383255,2002
0.70952004,1.0,127.8,4,24.243492,214.901,0.0024047475,0.036655962,2002
0.7261876,1.0,162.2,4,193.45917,226.714,0.0,0.10806657,2002
0.45522225,1.0,75.5,4,0.0,203.359,0.0,0.06720661,2002
0.49996012,1.15,177.2,4,5.7980223,358.515,0.0,0.039919518,2004
0.7094101,1.0,218.6,4,6.11568,374.504,0.0,0.087395735,2004
0.6532055,1.2,250.3,4,37.57596,349.931,0.0,0.06896016,2004
0.5310852,1.0,181.8,4,27.381487,368.623,0.0,0.013835328,2004
0.6496089,1.2,165.5,4,6.9137526,327.302,0.00046248443,0.103483625,2003
0.6264618,1.2,82.4,4,0.0,234.276,9.1525064e-05,0.060055353,2002
0.5311861,1.15,153.7,4,10.091698,305.236,0.058143403,0.04281832,2003
0.41711047,1.15,120.8,4,0.0,284.05,0.0,0.017922098,2003
0.46867493,1.0,203.7,4,0.0,320.819,0.115622066,0.06761887,2003
0.7359149,1.0,240.3,4,21.804996,341.183,0.000177082,0.120347284,2003
0.64816284,1.2,217.7,4,0.0,401.01898,0.0,0.101348855,2004
0.44748873,1.0,160.8,4,6.3060236,370.882,0.0,0.03755451,2004
0.48072517,1.15,292.4,4,4.302671,444.009,0.03783123,0.05601959,2004
0.41630495,1.15,327.9,4,26.84477,330.924,0.14373702,0.056455586,2003
0.8383546,1.2,214.9,4,120.51866,334.271,0.00048135876,0.126342,2003
0.42043525,1.0,71.1,4,0.0,301.267,3.961461e-06,0.063140206,2002
0.6208048,1.0,170.8,4,72.789925,326.107,0.0,0.09711791,2004
0.5561582,1.15,192.9,4,96.455795,368.033,0.0,0.10639806,2003
0.66085404,1.0,194.5,4,46.53843,448.455,0.018197881,0.13243319,2004
0.7153528,1.2,206.0,4,71.17822,248.704,0.0,0.10125256,2002
0.77366024,1.0,223.2,4,62.381374,376.299,0.0029120508,0.052204065,2004
0.66581964,1.0,197.2,4,25.195501,301.631,0.0005288885,0.027804215,2003
0.40935096,1.0,174.4,4,10.718444,427.967,2.3085345e-06,0.057146315,2003
0.56230134,1.0,185.6,4,30.04939,338.113,0.0,0.040803775,2003
0.70842177,1.2,227.4,4,51.860115,292.27,0.011916354,0.12541673,2003
0.5951072,1.15,68.2,4,0.0,216.077,0.00018430884,0.05479708,2002
0.8251242,1.2,152.5,4,102.44033,249.685,0.00045332662,0.13279718,2002
0.6959283,1.0,198.2,4,32.520245,382.41,0.0,0.10714052,2004
0.47438943,1.0,219.3,4,27.938177,329.359,0.09170074,0.09035679,2003
0.6478908,1.2,300.0,4,123.40014,378.722,0.0,0.0067276023,2004
0.5165118,1.15,196.9,4,44.01008,363.245,0.0,0.0387575,2003
0.8407245,1.15,115.2,4,95.18555,247.16199,0.0029120508,0.112109765,2002
0.51140857,1.0,121.1,4,32.603992,281.022,0.017211728,0.10608568,2002
0.3802833,1.0,128.7,4,20.568579,276.69598,0.15380685,0.0495646,2002
0.53824407,1.0,193.6,4,19.661343,393.663,3.2349963e-05,0.046871964,2003
0.5483245,1.0,107.1,4,51.771355,283.049,0.027366225,0.06910996,2002
0.7196308,1.2,271.3,4,197.11871,411.141,0.013974279,0.09401835,2004
0.5852673,1.15,184.9,4,94.709946,343.246,0.0,0.021336159,2003
0.6369671,1.0,221.8,4,46.62307,256.162,0.011932167,0.04479335,2003
0.55858624,1.15,208.0,4,20.70354,419.353,0.03272001,0.05368848,2004
0.8140694,1.2,222.4,4,80.18104,384.63998,0.00079362653,0.13170578,2004
0.71165943,1.0,155.7,4,89.96165,244.28,0.00035160407,0.038193733,2002
0.8061033,1.2,201.6,4,105.52878,378.741,0.003092122,0.06665871,2004
0.50122607,1.15,197.5,4,0.2996879,418.736,0.08451943,0.03892683,2004
0.726845,1.15,234.9,4,78.33781,349.535,0.0,0.10953091,2003
0.5548439,1.0,183.6,4,13.442365,354.609,0.0,0.066179596,2004
0.59218884,1.2,245.4,4,20.742943,429.92,2.001762e-05,0.0527377,2004
0.4638859,1.0,209.3,4,4.346988,363.577,0.0,0.018778509,2004
0.55202895,1.0,87.6,4,0.0,233.91,4.826047e-05,0.07072001,2002
0.550263,1.0,234.0,4,0.0,472.345,0.060135387,0.052116822,2004
0.61347514,1.0,205.6,4,13.96064,332.739,0.0,0.054155737,2004
0.38213086,1.0,121.0,4,7.0045238,192.699,0.21993834,0.035408657,2002
0.5854452,1.15,208.9,4,162.99593,257.603,0.0,0.04325744,2003
0.51393896,1.15,148.8,4,20.228933,367.392,0.0,0.018057976,2003
0.45083562,1.0,167.6,4,10.998361,317.225,0.12154156,0.04808086,2003
0.5710478,1.0,212.6,4,24.594782,324.63998,0.032893676,0.14534257,2003
0.4570707,1.0,190.6,4,0.0,364.552,3.187376e-07,0.041338943,2003
0.5317616,1.2,111.5,4,46.350533,233.20001,0.07460267,0.091465354,2002
0.42707017,1.2,86.5,4,0.0,265.495,1.0582461e-06,0.057727545,2002
0.51058537,1.0,149.5,4,31.023544,332.326,0.0,0.014555067,2003
0.58991,1.15,161.5,4,39.20694,225.993,0.04173849,0.11379312,2002
0.68390757,1.0,195.3,4,81.68301,308.969,0.010363392,0.13138123,2003
0.72862035,1.2,300.1,4,90.91236,409.381,0.008797519,0.05721419,2004
0.7961931,1.2,204.0,4,135.27182,378.33,0.0004101869,0.13308853,2004
0.5799629,1.0,207.0,4,22.878447,411.517,1.7892258e-08,0.019884348,2004
0.7408323,1.0,95.9,4,70.74956,204.775,0.0026872128,0.04186862,2002
0.5557313,1.0,243.5,4,54.12149,412.10498,0.051511165,0.12227482,2004
0.5774324,1.0,195.2,4,6.75684,356.853,0.0,0.035077415,2003
0.56469256,1.15,191.4,4,78.18857,338.94,0.0,0.075017236,2003
0.48958218,1.0,184.6,4,0.0,366.384,0.0,0.07125031,2004
0.50304663,1.0,255.8,4,54.495068,433.64,0.02315176,0.08984396,2004
0.5826681,1.15,212.2,4,14.958059,432.893,0.02666386,0.04754211,2004
0.37167907,1.0,235.5,4,0.0,445.76602,0.20777366,0.036532264,2004
0.60482514,1.0,182.7,4,3.727028,278.606,0.031294715,0.058178853,2003
0.77230567,1.15,191.5,4,62.161095,270.413,0.0002482428,0.068929784,2003
0.39032012,1.2,138.9,4,17.746655,307.658,0.0,0.03795128,2003
0.6760245,1.0,191.5,4,59.516056,337.251,0.0,0.0032855528,2004
0.5904538,1.2,297.8,4,0.0,408.621,6.7803434e-05,0.065937065,2004
0.72862035,1.2,233.8,4,108.12369,236.786,0.008797519,0.05721419,2003
0.75097173,1.15,178.2,4,30.499372,402.909,0.00046400502,0.046443116,2004
0.6895605,1.15,115.9,4,65.0564,252.164,0.0,0.096510515,2002
0.6579802,1.15,65.7,4,0.0,232.183,0.0001187016,0.054062836,2002
0.6828421,1.0,202.0,4,41.493725,420.424,0.013965334,0.05751668,2004
0.5451201,1.15,194.6,4,47.330254,385.34702,0.0,0.014742226,2004
0.5642877,1.0,141.8,4,9.140315,228.727,0.0,0.041321367,2002
0.7214617,1.0,165.3,4,1.38096,396.732,8.448829e-05,0.109383255,2004
0.5085025,1.0,197.6,4,0.0,415.631,8.514606e-08,0.036982317,2004
0.5620322,1.0,160.6,4,50.935955,336.867,0.0,0.082925096,2004
0.53858715,1.0,120.9,4,105.18555,192.013,0.0,0.030538311,2002
0.8251242,1.2,237.3,4,92.83229,368.878,0.00045332662,0.13279718,2004
0.7713509,1.2,168.7,4,176.45534,204.71701,0.008291104,0.10779412,2002
0.51140857,1.0,203.3,4,38.65898,422.712,0.017211728,0.10608568,2004
0.6510438,1.0,170.8,4,132.79759,202.767,0.0,0.017664889,2002
0.7584634,1.15,246.0,4,135.61896,299.8,5.3336073e-05,0.113707095,2003
0.5484723,1.0,155.7,4,79.042656,222.485,0.0,0.07935493,2002
0.52365005,1.15,179.7,4,27.415722,302.713,0.0,0.06480463,2003
0.40962893,1.0,148.7,4,0.0,385.986,0.0,0.023622703,2004
0.66805905,1.0,189.4,4,21.416636,352.165,0.0,0.0038661663,2004
0.85893464,1.2,263.2,4,210.91518,209.385,0.0017312741,0.1091214,2002
0.53858715,1.0,257.1,4,82.365135,381.034,0.0,0.030538311,2004
0.5514715,1.0,87.8,4,57.039207,205.33,3.9031466e-08,0.024522062,2002
0.51316375,1.0,94.5,4,37.007782,213.48601,0.0,0.056333255,2002
0.54675806,1.0,162.1,4,26.3472,287.035,0.044438913,0.04823013,2002
0.48935598,1.0,109.1,4,0.0,244.268,0.09958926,0.04755821,2002
0.6471747,1.2,291.0,4,105.56272,370.145,0.0,0.027924199,2004
0.799525,1.15,100.1,4,168.8444,177.49,0.005413293,0.07607522,2002
0.6414471,1.0,274.9,4,66.219925,480.298,0.015828464,0.14076898,2004
0.31866786,1.2,177.0,4,20.148563,397.262,0.0,0.018490298,2004
0.4799545,1.0,103.6,4,69.606834,192.399,0.0,0.025501102,2002
0.62516373,1.15,183.9,4,63.39083,270.461,0.0030882594,0.05397357,2002
0.49924102,1.0,129.6,4,6.9440413,201.809,0.0,0.073252805,2002
0.8457889,1.15,252.5,4,164.80458,286.766,0.003092122,0.09922895,2003
0.5325817,1.0,128.7,4,26.93857,287.64,0.022058217,0.088173255,2002
0.5484723,1.0,218.0,4,67.12055,340.24802,0.0,0.07935493,2003
0.7713509,1.2,201.8,4,153.45824,275.985,0.008291104,0.10779412,2003
0.55379134,1.15,297.8,4,11.326931,461.954,0.061422978,0.06651208,2004
0.5774324,1.0,121.1,4,6.9048,260.34302,0.0,0.035077415,2002
0.5260827,1.15,210.8,4,62.93098,415.017,0.0,0.047065783,2004
0.529302,1.0,192.7,4,7.59528,443.88998,0.06695857,0.039497614,2004
0.5701017,1.0,71.4,4,0.0,217.83,1.0555139e-05,0.07606692,2002
0.5594961,1.0,186.3,4,42.974564,326.519,0.0,0.042099647,2003
0.70842177,1.2,123.2,4,58.53282,211.363,0.011916354,0.12541673,2002
0.49032336,1.0,137.3,4,5.7237816,217.339,0.10183151,0.0558586,2002
0.560534,1.0,110.5,4,0.0,261.55798,0.019441875,0.073942155,2002
0.59747744,1.15,174.5,4,165.99478,330.056,0.0,0.016647536,2003
0.5749961,1.15,204.2,4,23.022738,391.065,0.0,0.1086012,2004
0.5594961,1.0,191.0,4,38.43588,374.248,0.0,0.042099647,2004
0.38573304,1.15,125.9,4,0.0,280.315,0.0,0.019859921,2003
0.5620495,1.15,212.7,4,4.828199,394.22998,2.3025745e-05,0.071974374,2004
0.66011715,1.0,88.3,4,0.0,259.201,2.001762e-05,0.0748274,2002
0.7717796,1.2,321.2,4,145.72449,389.015,0.0053061023,0.05987532,2004
0.7547245,1.0,150.6,4,34.718483,363.662,9.718466e-05,0.11994343,2004
0.6668302,1.0,209.8,4,55.918934,340.648,0.0,0.07373159,2003
0.41649038,1.0,171.5,4,27.930292,340.27402,0.0,0.05134746,2003
0.55034834,1.2,275.4,4,247.61632,319.282,0.0,0.060460586,2003
0.5904538,1.2,105.9,4,0.0,233.65201,6.7803434e-05,0.065937065,2002
0.7786439,1.15,208.1,4,33.949116,401.603,0.00084590644,0.054292493,2004
0.6989128,1.15,105.6,4,5.963108,203.433,0.0002978568,0.11580438,2002
0.440251,1.0,138.8,4,56.565693,219.241,0.0,0.020569915,2002
0.5852673,1.15,171.9,4,75.482124,373.233,0.0,0.021336159,2004
0.6981116,1.15,279.9,4,8.03916,370.293,2.5961452e-05,0.07498901,2004
0.70140386,1.15,112.7,4,6.2171617,226.03,0.00024765253,0.043167,2002
0.45975515,1.15,234.5,4,20.231203,391.181,0.122330256,0.059430968,2004
0.50893885,1.15,158.6,4,15.914533,436.715,0.0,0.06376993,2004
0.60598373,1.0,181.8,4,3.8512466,382.578,3.2349963e-05,0.069454364,2004
0.67026603,1.2,209.2,4,86.65351,352.973,0.0,0.004935867,2004
0.63147086,1.0,103.8,4,7.4990087,219.363,5.663419e-05,0.079168156,2002
0.5594961,1.0,87.1,4,45.827045,174.432,0.0,0.042099647,2002
0.6264618,1.2,162.9,4,29.960615,391.264,9.1525064e-05,0.060055353,2003
0.49754098,1.2,198.3,4,0.0,363.728,0.049045846,0.049983714,2003
0.6992802,1.0,80.1,4,63.727432,188.283,0.008283374,0.04589691,2002
0.6414471,1.0,123.8,4,72.01586,224.20601,0.015828464,0.14076898,2002
0.6591952,1.0,208.1,4,5.7949605,450.394,0.0008597253,0.102993965,2004
0.50714666,1.0,158.9,4,51.57873,361.27402,0.0,0.091827646,2003
0.7817076,1.15,122.4,4,187.51433,219.716,0.00011404725,0.10579149,2002
0.62266916,1.0,88.1,4,21.995272,215.044,0.0,0.034368865,2002
0.7153528,1.2,287.3,4,71.30656,359.753,0.0,0.10125256,2004
0.53300077,1.0,135.3,4,94.83561,231.205,0.0,0.030080628,2002
0.5852673,1.15,130.9,4,100.57173,177.014,0.0,0.021336159,2002
0.53013426,1.15,192.6,4,31.733772,341.046,0.06763811,0.10801212,2003
0.50170016,1.2,153.1,4,39.43828,214.306,0.094473705,0.0786875,2002
0.5146079,1.15,105.4,4,25.697859,303.09,0.038954858,0.06138178,2002
0.5618505,1.15,197.7,4,14.199184,424.838,0.01086298,0.09389887,2004
0.6896455,1.0,154.1,4,152.9489,221.17,0.0,0.10344312,2002
0.81601757,1.2,206.6,4,96.45337,311.057,0.0026349328,0.11966902,2003
0.57003444,1.2,87.2,4,2.2191284,205.227,0.041600786,0.04624565,2002
0.6403911,1.0,101.2,4,10.085028,185.588,0.02131635,0.05852351,2002
0.6885902,1.0,105.0,4,43.26744,197.09,0.0,0.006567489,2002
0.60482514,1.0,92.4,4,2.6874285,199.211,0.031294715,0.058178853,2002
0.7972618,1.15,209.6,4,61.576878,351.374,0.0016304526,0.060544632,2004
0.51058537,1.0,189.3,4,28.284046,377.242,0.0,0.014555067,2004
0.49389017,1.15,238.6,4,4.3411646,430.266,0.093589514,0.041720252,2004
0.4707713,1.15,219.1,4,3.661225,405.609,0.0,0.018293886,2004
0.41114035,1.0,231.7,4,19.231215,437.018,1.2925447e-06,0.051806107,2004
0.45671037,1.0,87.8,4,0.0,220.419,0.0,0.02748176,2002
0.413838,1.0,85.1,4,45.09838,192.025,0.0,0.039765008,2002
0.7688201,1.15,265.6,4,73.57755,417.87198,0.0006899457,0.12845044,2004
0.70919275,1.0,286.2,4,69.20814,440.188,0.003283328,0.1139598,2004
0.46525165,1.0,190.2,4,34.715603,369.306,0.0,0.04349011,2003
0.58431274,1.0,187.0,4,97.04755,327.022,0.0,0.08505623,2004
0.82502925,1.15,134.8,4,34.479504,156.086,0.00048135876,0.09827895,2002
0.50170016,1.2,267.6,4,39.76397,378.364,0.094473705,0.0786875,2004
0.65748686,1.2,306.2,4,18.049034,377.023,0.0004132335,0.032510035,2004
0.5793775,1.15,202.0,4,0.0,394.913,0.0,0.08360019,2004
0.78721416,1.0,187.5,4,175.53401,311.009,0.00011404725,0.12490507,2003
0.4695981,1.0,173.3,4,0.0,417.20102,0.0,0.03738014,2004
0.5739781,1.0,85.5,4,9.154103,232.537,0.0,0.05571573,2002
0.63959986,1.2,281.9,4,159.86148,363.017,0.0,0.0123945065,2004
0.85029924,1.2,291.9,4,78.844765,360.03,0.0009501434,0.10535972,2004
0.73582685,1.0,123.4,4,79.29886,273.727,4.4550034e-05,0.10971793,2002
0.6264421,1.0,176.9,4,24.257465,284.172,0.0,0.014769378,2003
0.6590716,1.0,92.2,4,97.63292,195.333,0.0,0.015231465,2002
0.5240887,1.15,254.1,4,28.422842,439.01102,0.08052579,0.060477167,2004
0.5346672,1.0,209.3,4,24.746956,438.931,0.0,0.03410797,2004
0.593727,1.15,166.3,4,5.1975718,318.571,0.0,0.055334136,2003
0.67026603,1.2,189.2,4,82.61065,336.994,0.0,0.004935867,2003
0.47732365,1.2,250.6,4,123.05158,392.709,1.0346133e-05,0.07206024,2003
0.4817316,1.0,162.4,4,37.293343,345.558,0.0,0.04826349,2003
0.5524106,1.0,232.2,4,81.40876,356.33798,0.0,0.048083667,2003
0.64816284,1.2,143.8,4,0.0,365.827,0.0,0.101348855,2003
0.59509826,1.0,90.6,4,0.0,280.93802,0.0,0.043353498,2002
0.6568439,1.0,188.2,4,11.3929205,378.232,0.0,0.10548333,2003
0.5250542,1.15,129.3,4,20.581898,234.04599,0.07409794,0.04164037,2002
0.613466,1.0,104.6,4,166.99205,188.379,0.0,0.043111026,2002
0.5518753,1.15,193.7,4,114.60474,359.763,0.0,0.019173186,2003
0.8054473,1.15,98.3,4,95.914665,155.468,0.00045332662,0.080177344,2002
0.50714666,1.0,211.5,4,46.91954,371.074,0.0,0.091827646,2004
0.7261876,1.0,229.4,4,180.31277,384.961,0.0,0.10806657,2004
0.7121628,1.2,82.2,4,0.0,202.637,0.00057629106,0.11878668,2002
0.6730514,1.15,134.8,4,166.17908,195.75099,0.0,0.0169148,2002
0.66805905,1.0,155.0,4,30.473719,311.63,0.0,0.0038661663,2003
0.6730514,1.15,194.1,4,130.13222,377.829,0.0,0.0169148,2004
0.52115893,1.0,150.6,4,83.33781,174.38899,0.0,0.022217596,2002
0.8054473,1.15,248.2,4,92.50494,379.93,0.00045332662,0.080177344,2004
0.64202535,1.15,245.2,4,68.54777,417.419,0.0020168612,0.039946295,2004
0.4958129,1.0,170.1,4,13.563001,332.84,0.10005635,0.06629569,2003
0.57031035,1.15,162.3,4,43.434765,303.148,0.0,0.01822627,2003
0.49925438,1.0,201.5,4,5.0402055,411.22,0.07475071,0.10637192,2004
0.5463979,1.2,283.8,4,83.53617,351.519,0.0,0.09051186,2004
0.45975515,1.15,115.2,4,21.500336,171.775,0.122330256,0.059430968,2002
0.67026603,1.2,129.7,4,94.14666,139.263,0.0,0.004935867,2002
0.72149515,1.0,224.8,4,0.0,432.893,0.0019133537,0.11414724,2004
0.38168782,1.0,220.4,4,11.98476,356.631,0.20432718,0.0347766,2003
0.7211338,1.15,338.3,4,172.65102,420.753,0.013164953,0.11219719,2004
0.5444964,1.0,194.9,4,48.538967,428.743,0.015738726,0.095104724,2004
0.5799629,1.0,72.1,4,19.990543,210.214,1.7892258e-08,0.019884348,2002
0.7525366,1.15,231.0,4,64.61012,379.44202,4.92354e-05,0.117142454,2004
0.72862035,1.2,155.9,4,99.87747,173.56,0.008797519,0.05721419,2002
0.5570418,1.0,168.1,4,85.20856,354.319,0.0,0.031154837,2003
0.8013134,1.0,123.7,4,33.19634,282.239,0.00022511533,0.13154827,2002
0.7408323,1.0,187.3,4,73.05837,384.09802,0.0026872128,0.04186862,2004
0.8434828,1.15,194.0,4,153.3892,368.919,0.0008770928,0.12849253,2004
0.5089463,1.0,203.3,4,87.241325,345.601,0.0,0.01733361,2004
0.56230134,1.0,166.2,4,34.239235,193.888,0.0,0.040803775,2002
0.61681575,1.2,279.2,4,88.39475,348.82,0.0,0.012326858,2003
0.55202895,1.0,141.7,4,0.0,351.768,4.826047e-05,0.07072001,2003
0.45574048,1.15,91.3,4,0.0,248.567,0.0,0.06335383,2002
0.7113376,1.0,121.5,4,3.805128,236.845,0.00010930048,0.06065832,2002
0.6412747,1.2,92.5,4,7.8573027,193.53801,0.0043766196,0.10837969,2002
0.6604194,1.15,282.9,4,64.891205,353.771,0.0,0.1036345,2004
0.43166426,1.0,211.0,4,0.0,401.974,1.8159575e-06,0.06583798,2004
0.670571,1.15,134.4,4,0.0,321.578,0.0,0.084862225,2003
0.5704174,1.15,198.0,4,9.825404,363.91098,0.0,0.065469325,2004
0.5618505,1.15,172.1,4,13.879915,256.544,0.01086298,0.09389887,2002
0.6025204,1.15,155.2,4,60.46705,364.451,0.0,0.017740197,2004
0.63360083,1.0,184.8,4,21.912807,404.308,2.5961455e-05,0.067501746,2004
0.60376406,1.15,142.1,4,0.0,383.991,0.0,0.10191147,2003
0.43166426,1.0,186.4,4,0.0,387.53,1.8159575e-06,0.06583798,2003
0.6021272,1.15,232.3,4,5.009329,287.276,0.008808773,0.06615223,2003
0.6381774,1.0,178.6,4,177.06425,191.661,0.0,0.009004165,2002
0.6638404,1.15,211.7,4,33.484447,392.138,0.00094384316,0.025607329,2004
0.7705251,1.0,82.9,4,117.378075,198.647,0.00010740566,0.0900693,2002
0.8140694,1.2,119.1,4,95.88104,243.063,0.00079362653,0.13170578,2002
0.5687245,1.15,90.0,4,0.0,241.47299,0.0,0.035739623,2002
0.7817076,1.15,290.5,4,170.93126,415.057,0.00011404725,0.10579149,2004
0.55379134,1.15,221.0,4,14.5463505,309.831,0.061422978,0.06651208,2003
0.73948145,1.0,192.3,4,50.865845,252.362,0.0049970993,0.04725701,2003
0.5444682,1.0,90.4,4,26.195805,225.55899,0.0,0.108855456,2002
0.7584634,1.15,219.2,4,139.3472,417.04102,5.3336073e-05,0.113707095,2004
0.66529244,1.15,251.2,4,148.77081,294.334,0.0,0.0054243724,2003
0.7562204,1.15,228.5,4,40.093113,298.495,0.0039308574,0.119003706,2003
0.77669543,1.15,184.4,4,82.78856,304.945,0.00010740566,0.1254779,2002
