AGRI_KS,ET_KS,GRACE_Trend_KS,P_KS,SW_KS,URBAN_FLT_KS
0.6750508,1178.0,-237.32727,245.37,5.4529715e-05,0.17116952
0.69796675,2310.0,-313.5496,507.97,0.00022857994,0.115657575
0.5669211,1653.0,-327.63904,372.1,0.2556219,0.08240231
0.2575261,3002.0,-197.0005,595.16,0.34285074,0.16027881
0.5224495,1456.0,-319.84076,441.24,0.323537,0.1613377
0.3205055,521.0,-426.6893,257.79,0.034306876,0.14730065
0.40643847,1852.0,-115.0085,453.11,0.17690489,0.06971046
0.65994716,1837.0,-674.3433,252.93001,0.084472016,0.12882745
0.32282156,1629.0,-315.9807,413.8,0.0,0.15085408
0.029841822,4715.0,-382.74493,783.253,0.1340664,0.00032417223
0.24444075,3629.0,-460.01898,658.47,0.80634385,0.2020526
0.65972406,1280.0,-230.03015,287.28,0.12763163,0.10806372
0.4195678,2660.0,-311.00467,431.24002,0.28162545,0.1423323
0.608938,2451.0,-306.79654,551.7,0.2164065,0.14818752
0.7078968,1484.0,-261.77164,275.84,0.035694763,0.09215955
0.827929,1661.0,-430.43643,537.49,0.73767096,0.45830756
0.7013955,2858.0,-311.00467,518.44,0.3561763,0.34615266
0.78368556,1425.0,-425.24097,502.23,0.0,0.07083401
0.36654463,2531.0,-299.7838,596.99,0.0188627,0.054884553
0.52361804,3766.0,-178.72717,647.64,0.03139824,0.10124305
0.628888,2565.0,-145.61694,521.78,0.03493189,0.10562099
0.3744615,3100.0,-353.1966,567.1,0.01366927,0.04451283
0.38877708,2539.0,-282.12897,420.78,0.0020206044,0.034651108
0.82786995,2114.0,-351.68716,627.63,0.4732295,0.35503677
0.77688754,2605.0,-330.90118,695.19,0.13719487,0.058016233
0.7766341,2171.0,-563.4581,316.73,0.59523094,0.2597156
0.5248877,2923.0,-320.67572,446.99,0.25275812,0.37709054
0.71032184,2518.0,-374.48132,408.092,0.0,0.061537992
0.77834624,1646.0,-294.64017,444.61,0.13695815,0.11718505
0.6629718,2484.0,-300.14246,341.76,0.00032700883,0.019644242
0.11541938,549.0,-323.7525,178.32,0.00072757696,0.052164424
0.3112058,1323.0,-300.14246,384.76,0.029234147,0.12727582
0.842084,2515.0,-348.45395,592.041,0.10074265,0.07117161
0.52133185,3163.0,-315.14072,549.28,0.34186804,0.25241318
0.45176092,3137.0,-108.96084,447.4,0.15805733,0.12754846
0.22736797,1009.0,-230.03015,336.24,0.3230873,0.10606586
0.57463175,4159.0,-108.96084,510.59,0.18756221,0.23995325
0.7356293,1907.0,-197.17755,425.31,0.46000153,0.06225585
0.6976761,2391.0,-250.47935,368.72,0.039265208,0.040327758
0.09438726,4033.0,-332.72342,867.8,0.24913853,0.0023044301
0.3657325,1018.0,-230.03015,296.06,0.33606148,0.096472204
0.36490223,1881.0,-337.66827,459.49,0.0549661,0.092935
0.6535618,1801.0,-118.40811,379.94,0.36183017,0.20555682
0.67037845,460.0,-419.35913,159.18,0.0,0.070036836
0.68681794,2673.0,-118.081375,725.87,0.4877257,0.23957807
0.39808458,2825.0,-351.66302,456.77002,0.46230963,0.107204065
0.5304151,1460.0,-400.74432,311.75,0.059249327,0.035245143
0.5193376,946.0,-323.7525,140.41,0.2158073,0.12612875
0.52619386,2864.0,-364.69986,494.32,0.041379824,0.28461337
0.6246403,587.0,-293.0232,466.16,0.0,0.07407546
0.6792372,2802.0,-311.00467,542.02,0.35240185,0.30370545
0.50679433,1192.0,-227.80148,244.06,0.043087512,0.10549073
0.7351239,2421.0,-338.01367,434.71002,0.1623507,0.15334763
0.40509278,924.0,-336.3771,262.63,0.0,0.19575283
0.44839644,1273.0,-227.80148,324.76,0.00019156924,0.037767865
0.7749195,1687.0,-123.7742,486.13,0.0008302518,0.13756298
0.77025276,2863.0,-118.081375,696.13,0.5971546,0.20205732
0.7025413,3226.0,-360.11816,456.15,0.23971632,0.12878224
0.5353876,1767.0,-239.33809,305.45,0.013723081,0.05864895
0.45389184,1056.0,-590.4795,234.26,0.00044845897,0.023416117
0.53195304,1874.0,-314.0467,369.46,0.14373653,0.06312882
0.8260252,2713.0,-294.64017,308.3,0.0315594,0.043394763
0.69301885,1341.0,-336.70618,281.68,0.23479891,0.0797648
0.52133185,3149.0,-361.9958,717.977,0.34186804,0.25241318
0.17970824,4335.0,-359.12244,635.44,0.3314135,0.13315691
0.7140447,1059.0,-340.2625,226.63,0.00047118432,0.11544174
0.69372386,1546.0,-167.12189,692.57,0.0,0.06926964
0.7794736,1024.0,-230.03015,251.84,0.2690539,0.07091795
0.43161708,2954.0,-390.47763,591.711,0.49882108,0.16862468
0.5568171,2377.0,-239.60513,246.99,0.06480566,0.16751313
0.40278688,709.0,-440.299,236.58,0.1502282,0.07733932
0.839385,1488.0,-370.42548,518.32404,0.00022986722,0.1288238
0.26002797,2805.0,-122.063446,623.86,0.0023420874,0.058779337
0.727029,2589.0,-118.219025,504.71,0.17096514,0.10086276
0.4560287,856.0,-474.36856,244.48999,0.0,0.10749812
0.54212517,2789.0,-128.15285,448.71997,0.033435713,0.052707206
0.24108498,1656.0,-614.1719,244.11,0.16745114,0.062340207
0.56406736,2596.0,-269.60287,577.68,0.03621283,0.08786019
0.3929261,1298.0,-340.7523,288.38,0.0,0.022634294
0.7505375,2046.0,-306.79654,386.68,0.4359448,0.060780443
0.1972397,1962.0,-424.4156,314.02,0.0,0.040257696
0.48635975,755.0,-440.299,281.11,0.1142334,0.029436486
0.47987047,3524.0,-368.30023,602.27,0.021010187,0.06451916
0.71921927,1785.0,-563.4581,232.12001,0.39677694,0.27239263
0.5474138,3313.0,-353.69125,728.10004,0.17671084,0.12857692
0.5429291,1145.0,-294.11075,429.87,0.00015069371,0.08396426
0.60636914,2667.0,-225.87646,467.48,0.3701905,0.18995206
0.86967945,2743.0,-291.75815,432.74,0.26200452,0.28054613
0.52058023,2310.0,-267.43295,464.64,0.020410039,0.053146355
0.36883733,2484.0,-329.17343,453.82,0.1837485,0.08190964
0.8508274,1680.0,-425.24097,359.63,9.730345e-06,0.07227076
0.617038,3126.0,-118.219025,649.77,0.33362108,0.17095011
0.5302722,1183.0,-273.6083,349.62,0.0,0.06883076
0.26293805,4279.0,-116.782745,642.97003,0.34074423,0.18992946
0.4904296,3311.0,-291.75815,505.52,0.006836132,0.17736626
0.55119246,3288.0,-360.11816,480.4,0.21531199,0.081096835
0.7564986,2639.0,-329.17343,519.08,0.03282675,0.051412933
0.6615642,2661.0,-186.82289,540.19,0.40654704,0.06956789
0.5230405,2420.0,-515.8428,278.06,0.4163398,0.20531459
0.42125365,1861.0,-273.6083,332.71,0.0,0.14550151
0.37499025,650.0,-474.36856,167.42,0.0,0.17497078
0.6540574,2045.0,-294.64017,307.89,0.3313065,0.048926584
0.8844257,2447.0,-341.43176,613.88,0.2645485,0.12741412
0.2680128,3597.0,-368.30023,635.99,0.004768284,0.12971464
0.7935902,1640.0,-299.21625,327.49,0.0,0.11079491
0.7587362,1680.0,-413.40924,434.69,0.3163462,0.18039782
0.8411111,1799.0,-374.48132,421.126,2.9383094e-07,0.016233804
0.51393014,2837.0,-338.02228,394.63,0.3468782,0.294802
0.57756376,3043.0,-118.219025,565.89,0.19735517,0.12204277
0.30427492,1814.0,-131.23068,398.78,0.0,0.0061031464
0.6752809,505.0,-312.72247,123.25,0.1305535,0.10784024
0.12034235,3327.0,-315.14072,530.81,0.0047287066,0.1013044
0.43235224,2080.0,-618.90204,310.22,0.013946238,0.18262722
0.8856592,1594.0,-267.43295,525.04,0.09214834,0.04662478
0.4086626,1894.0,-145.61694,373.85,0.3090658,0.09648226
0.55544716,3172.0,-287.94055,475.31,0.28323743,0.07691349
0.7011178,1252.0,-323.7525,184.24,0.10603765,0.16213638
0.5539106,767.0,-283.8272,246.69,0.0,0.054148294
0.81383103,2142.0,-273.07043,346.62,0.21624735,0.118387714
0.48931125,3035.0,-299.7838,624.56,0.03923144,0.060084052
0.56480724,1810.0,-226.0185,410.74002,0.06574955,0.07842517
0.6106381,1728.0,-479.17065,282.41,0.13519534,0.34238964
0.6654664,2771.0,-387.64905,530.68,0.083403945,0.30309945
0.28740966,2016.0,-261.77164,370.03,0.050427876,0.16712801
0.86404884,2578.0,-110.0946,504.34,0.31018984,0.12536407
0.50554043,3066.0,-196.78854,528.2,0.34383744,0.28485158
0.6159392,3405.0,-329.17343,543.39,0.13311878,0.2675315
0.36699066,1059.0,-242.7133,260.02,0.17961234,0.079368435
0.15688267,3073.0,-499.50964,435.64,0.005389483,0.13088724
0.73375976,2843.0,-374.7312,894.46,0.9046122,0.8275602
0.30883214,861.0,-293.37085,343.26,0.0,0.1031617
0.6757703,2556.0,-387.13025,418.49002,0.35629785,0.39893413
0.7699511,1842.0,-340.7523,352.47998,0.00034226294,0.120786704
0.59703296,2687.0,-299.7838,487.73,0.030119028,0.08376416
0.9008028,2522.0,-397.63855,325.96,0.21068944,0.10346603
0.6105417,773.0,-294.11075,300.45,0.0035656425,0.06720822
0.074748494,2733.0,-361.9958,439.307,0.00095242343,0.0744233
0.31286132,1179.0,-281.33893,415.66998,0.07075934,0.13931641
0.67567337,1071.0,-458.6178,266.13,0.2581746,0.2543042
0.39739752,2462.0,-241.49243,359.23,0.16748826,0.19398531
0.3162051,2809.0,-390.47763,622.023,0.3190509,0.08344771
0.9468779,3704.0,-374.7312,745.166,0.5816219,0.31340715
0.76043874,2395.0,-413.40924,311.75,0.28285223,0.05772357
0.3917416,2175.0,-351.66302,488.18,0.46855927,0.11689972
0.19154066,2128.0,-467.36386,309.26,0.005663047,0.050745934
0.62795746,1261.0,-283.8272,196.3,0.0,0.07282332
0.5472183,1783.0,-135.69774,612.77997,0.3462239,0.051878452
0.53226095,2447.0,-279.8621,207.64,0.003114358,0.10754798
0.87216896,1752.0,-230.03015,240.76,0.06622607,0.11850372
0.16913946,3551.0,-606.4602,360.33,0.23888002,0.16058277
0.59444195,1659.0,-237.32727,319.19,0.00015069371,0.15615547
0.43011776,2381.0,-374.48132,437.42902,0.0,0.14204955
0.64912194,2389.0,-304.07312,403.02002,0.055116825,0.22092497
0.5115812,2152.0,-400.74432,308.68,3.2389503e-06,0.122126944
0.7381554,2232.0,-270.61285,673.83,0.5032989,0.050453454
0.2856241,2758.0,-306.79654,467.9,0.40137696,0.10658638
0.6269192,2374.0,-338.01367,602.89,0.3053618,0.43049854
0.7505221,2045.0,-458.6178,263.33002,0.4301957,0.23248078
0.6459708,1723.0,-515.8428,293.42,0.067232855,0.022611158
0.6749272,2097.0,-400.74432,270.41,8.459156e-06,0.1951779
0.45831043,3660.0,-346.74042,887.33,0.5525562,0.15635614
0.76345086,3175.0,-135.69774,588.39996,0.013698108,0.06449359
0.36614075,2593.0,-351.66302,307.36,0.06995889,0.0578279
0.6629524,2361.0,-353.1966,605.01697,0.33724448,0.21282582
0.7169833,3088.0,-226.48181,675.23,0.2985204,0.37117723
0.71787065,2416.0,-338.02228,574.32,0.4529545,0.20952351
0.5093761,2895.0,-368.30023,453.53,0.06260018,0.097506784
0.51412815,1336.0,-291.67087,380.84,0.30910653,0.11041915
0.5731713,1737.0,-239.60513,332.11,0.08822936,0.23504838
0.06316515,4560.0,-116.782745,667.2,0.2556698,0.0030096653
0.5542841,1369.0,-297.68997,294.0,1.3434611e-06,0.16766661
0.60143405,2870.0,-122.063446,477.5,0.40111178,0.19554624
0.30086645,3959.0,-390.04718,748.644,0.3116138,0.16846882
0.07600394,3099.0,-368.68777,269.6,0.35906383,0.011797896
0.117466666,1423.0,-401.34882,445.43002,0.0034451825,0.10601705
0.51248336,2279.0,-674.3433,331.12,0.032373887,0.08790049
0.6133399,1474.0,-226.0185,259.25,0.3158695,0.15267959
0.581261,1658.0,-590.4795,262.24,0.0006297604,0.11069718
0.4354659,949.0,-590.4795,195.48,0.13408145,0.041141808
0.76935416,1572.0,-375.17303,345.8,0.04909043,0.10253047
0.5172409,2715.0,-283.8847,526.54,0.5061875,0.24089038
0.7368269,1721.0,-440.299,295.04,0.1082448,0.1812035
0.3616456,3109.0,-368.102,608.26,0.3458583,0.18759878
0.3263666,2902.0,-299.7838,528.9,0.050535824,0.04875943
0.9056756,3618.0,-110.0946,538.85,0.23627341,0.06350468
0.7090124,1281.0,-226.0185,360.67,0.087736316,0.17420636
0.81314576,1845.0,-283.16107,521.76,0.84362286,0.49848104
0.4917569,2676.0,-370.42548,456.90698,0.007341034,0.08142141
0.6821667,1590.0,-144.0245,434.50998,8.459156e-06,0.09964381
0.6975141,1175.0,-336.3771,260.75,0.0,0.2624864
0.33382985,2932.0,-226.48181,625.11,0.32162848,0.10927849
0.10053559,558.0,-323.7525,122.88,0.14015244,0.04276495
0.34011897,3913.0,-186.82289,449.45,0.13120064,0.038093947
0.59509504,3494.0,-122.063446,461.81,0.38378745,0.31262562
0.2508847,1677.0,-614.1719,286.9,0.14694291,0.074296944
0.3884186,2225.0,-250.47935,345.05,0.2171288,0.06274709
0.5841876,2023.0,-376.82422,401.33,0.2061995,0.08119455
0.5302046,2318.0,-479.17065,291.28,0.17239021,0.24948756
0.76092315,2190.0,-135.69774,655.66003,0.30754793,0.07323162
0.6547762,2506.0,-376.82422,411.29,0.1306947,0.14222653
0.22595517,2671.0,-315.14072,559.16,0.015539366,0.12004511
0.1912155,3871.0,-387.12906,775.241,0.0029331318,0.055676788
0.21829471,4179.0,-368.102,817.45,0.39648676,0.013331563
0.33890575,2013.0,-273.64133,495.49,0.076093026,0.07901847
0.67459995,1741.0,-642.6691,361.96,0.22864962,0.08492589
0.5513757,2952.0,-196.78854,597.96,0.05265858,0.13490045
0.08247254,3207.0,-301.73456,626.58997,0.45531815,0.06672761
0.24866143,2519.0,-283.8847,456.67,0.27915326,0.114369996
0.35222638,1238.0,-467.36386,234.07,0.0077214204,0.06337389
0.36890766,2886.0,-283.16107,475.96002,0.35323516,0.12861432
0.48528188,841.0,-449.17493,253.75,0.21611151,0.07995952
0.8071078,2874.0,-311.00467,475.39,0.34344083,0.11631614
0.52238166,1083.0,-293.0232,472.41,0.0,0.159855
0.6976572,1971.0,-370.42548,472.496,0.0028496145,0.075594574
0.79142356,2482.0,-294.64017,507.66,0.2770953,0.11292575
0.4624647,1529.0,-273.64133,361.21,0.442168,0.20488827
0.5318723,1863.0,-563.4581,291.47,0.18988785,0.08983487
0.520308,1509.0,-299.21625,328.94,0.0,0.14209631
0.6298115,2147.0,-338.02228,400.84998,0.2066454,0.28699523
0.6330762,3213.0,-122.063446,599.83,0.13164917,0.030523393
0.571609,1871.0,-374.48132,432.262,0.0,0.115462765
0.7372538,2356.0,-270.61285,652.8,0.40454373,0.074717574
0.7374954,1605.0,-401.34882,481.45,0.12214837,0.058911685
0.49854037,983.0,-440.299,308.89,0.07170807,0.025931615
0.77359366,1004.0,-335.27618,344.27,0.0,0.09568672
0.72198373,3160.0,-313.5496,490.8,0.00070809945,0.061907504
0.56592894,638.0,-419.35913,145.37,0.0,0.046966363
0.7724035,1973.0,-266.20975,480.34,0.2829205,0.13843071
0.68413025,1605.0,-340.7523,310.87,1.287451e-05,0.114868246
0.67601043,3469.0,-353.69125,663.86,0.36255565,0.39160556
0.3623789,1664.0,-577.86804,288.52,0.29823452,0.13066076
0.1831123,1094.0,-375.17303,370.9,0.0010535714,0.026434973
0.6169008,3270.0,-230.15942,810.67,0.7900243,0.310927
0.7767407,1768.0,-401.34882,343.06,0.18367241,0.1616228
0.43600035,2450.0,-213.48747,589.52,0.48524883,0.12212759
0.66619676,1726.0,-281.87766,506.97998,0.049116336,0.2032458
0.34870142,439.0,-419.35913,147.14,0.0,0.14516354
0.22140288,1426.0,-294.64017,280.33,0.29632327,0.07899761
0.52133185,2116.0,-515.8428,324.9,0.34186804,0.25241318
0.25664577,2533.0,-337.66827,480.44,0.12632456,0.18090333
0.48414737,1438.0,-461.4865,277.61,0.405559,0.100199334
0.55946815,1909.0,-273.07043,345.44998,0.31215528,0.11019992
0.52058023,2825.0,-128.15285,516.35,0.020410039,0.053146355
0.74474967,1186.0,-273.07043,301.76,0.0028680786,0.26456428
0.68775946,2337.0,-311.00467,419.0,0.45945603,0.29709494
0.11541938,1895.0,-291.67087,398.36,0.00072757696,0.052164424
0.57756376,2172.0,-397.07172,441.38,0.19735517,0.12204277
0.7147794,1642.0,-577.86804,315.36,0.3624567,0.34299776
0.75899047,1955.0,-285.53815,479.16,0.3891477,0.22450088
0.43101007,2246.0,-376.82422,325.34,0.16739856,0.026145775
0.41838104,1684.0,-401.34882,475.04,0.030692061,0.10015372
0.5097814,1588.0,-237.32727,242.86,6.6714307e-07,0.15009181
0.73161507,1519.0,-416.26797,408.58,0.0047381786,0.16812216
0.36181387,766.0,-287.46393,209.33,0.0,0.0068600024
0.38482615,1402.0,-416.26797,322.56,0.27723306,0.18334849
0.54212517,2509.0,-291.67087,578.05,0.033435713,0.052707206
0.8294274,1388.0,-577.86804,192.27,0.23247975,0.18395711
0.5728534,2999.0,-226.48181,799.1,0.36792487,0.26859236
0.604398,2462.0,-335.27618,430.53,0.0,0.09574839
0.617038,3034.0,-357.00702,468.22,0.33362108,0.17095011
0.6087907,2982.0,-118.219025,534.58,0.3034164,0.36034667
0.37542817,2704.0,-397.07172,493.5,0.012327571,0.004791581
0.62483436,962.0,-278.27295,396.63,0.042239755,0.07409278
0.3184788,3176.0,-241.49243,428.91,0.3528722,0.108819105
0.27202353,1430.0,-642.6691,268.92,0.19800645,0.14688097
0.35190392,2288.0,-374.48132,382.629,0.0,0.023537999
0.43897158,2023.0,-115.0085,378.66,0.24291211,0.111518115
0.67907554,714.0,-419.35913,192.53,0.0,0.09355861
0.68979645,1813.0,-237.20526,261.1,0.0005312588,0.13480206
0.6155005,3036.0,-241.49243,512.88,0.35132763,0.26207379
0.4528138,1736.0,-337.66827,421.03,9.324675e-05,0.031897146
0.35713866,2291.0,-338.74677,408.12,0.37359262,0.17128514
0.50411,2399.0,-160.42273,392.22,0.3362661,0.1779912
0.4232955,1634.0,-319.84076,388.09998,0.48397726,0.15167713
0.68091184,3162.0,-341.43176,714.98,0.4306354,0.3214014
0.91099393,2887.0,-285.59644,264.05,0.031390004,0.100879356
0.81595004,2738.0,-375.17303,359.08002,0.06348535,0.08206867
0.7992038,2316.0,-370.42548,487.979,0.00022468605,0.025439894
0.55660284,395.0,-340.2625,156.97,0.0,0.084393695
0.6211168,2983.0,-287.94055,437.44,0.15362358,0.072077304
0.4849299,2061.0,-115.0085,410.21,0.1429077,0.044638395
0.5707986,1041.0,-273.07043,259.98,0.1042412,0.11055724
0.53796536,1301.0,-237.32727,259.2,0.0,0.023244118
0.8804,2292.0,-115.0085,519.78,0.07313284,0.0341296
0.6846542,2699.0,-387.13025,385.16,0.5602198,0.2631937
0.39739752,2829.0,-341.43176,438.12,0.16748826,0.19398531
0.4180454,2123.0,-368.58972,596.651,0.08453542,0.08189236
0.7010521,2628.0,-226.48181,643.51,0.47085515,0.2665306
0.06859976,3309.0,-375.8756,594.01,0.3606623,0.07043054
0.7108025,1264.0,-273.07043,361.42,0.15162665,0.11465226
0.65536916,2953.0,-291.67087,539.51,0.063639455,0.09391898
0.66631955,2172.0,-618.90204,361.12,0.14638436,0.3191323
0.8610563,2577.0,-122.624275,413.27,0.055616643,0.118986905
0.45040753,2340.0,-118.40811,388.61,0.01839057,0.05511531
0.60887,2908.0,-147.70377,482.77002,0.4699639,0.055925652
0.6474662,2678.0,-230.15942,565.47,0.33664253,0.42862517
0.3835647,2085.0,-320.76462,277.48,0.08075925,0.12677997
0.56867504,2146.0,-397.07172,394.04,0.31614286,0.15964144
0.14402246,831.0,-279.8621,288.53,0.0,0.007128035
0.76960987,2861.0,-413.40924,376.53998,0.032054942,0.062411543
0.36402878,3699.0,-230.15942,708.41,0.8852114,0.34602863
0.48606998,3157.0,-351.66302,530.6,0.26910365,0.10428122
0.6969593,1020.0,-336.70618,196.82,0.084572315,0.1663159
0.6270712,3362.0,-236.23709,472.83,0.3879314,0.39279792
0.64035314,2974.0,-387.64905,507.54,0.024592804,0.26108503
0.5303964,2912.0,-183.56854,617.06,0.027856601,0.07235799
0.5687383,3195.0,-263.40884,704.41,0.418333,0.2012216
0.7517336,2785.0,-226.48181,555.39,0.40091446,0.15493742
0.32008776,1717.0,-291.67087,369.17,0.040796246,0.0377243
0.4904296,3583.0,-320.67572,727.54,0.006836132,0.17736626
0.3370196,2311.0,-99.59993,343.1,0.17682773,0.034275927
0.42411637,3420.0,-368.30023,627.72,0.0037309534,0.15963851
0.5304151,1586.0,-239.33809,238.06,0.059249327,0.035245143
0.7065314,985.0,-237.32727,260.07,0.00011151055,0.16148652
0.5426095,3484.0,-183.56854,526.18,0.14972411,0.17145884
0.6196645,1276.0,-400.74432,283.75,0.0005362586,0.13041455
0.7992021,1608.0,-351.6481,283.61,0.7598323,0.3025449
0.4809363,2415.0,-156.36523,446.02002,0.13095923,0.17949687
0.30404767,1092.0,-252.96307,327.58002,0.0,0.13305427
0.38677374,2941.0,-299.50284,409.81,0.39997223,0.022247208
0.50970507,3735.0,-121.88341,738.04,0.81610143,0.31933513
0.7400772,912.0,-426.6893,271.41,0.001666326,0.06602679
0.24395685,1247.0,-467.36386,249.57,0.0037373113,0.04900888
0.60042375,990.0,-281.33893,369.37,0.005000057,0.06748611
0.53971833,1111.0,-252.96307,285.54,0.0,0.23525922
0.44901964,868.0,-273.6083,206.59,0.0,0.032430004
0.4166742,1770.0,-145.61694,392.17,0.11468515,0.08247346
0.3601872,2626.0,-313.5496,504.32,0.050095595,0.039868552
0.7545615,940.0,-303.56976,158.58,0.0029120685,0.098632835
0.59513605,1787.0,-407.03812,299.67,0.04372606,0.046895914
0.8898354,1626.0,-320.76462,344.85,0.010395954,0.037888035
0.70196027,2006.0,-327.63904,407.77,0.26281837,0.21895272
0.37102896,2741.0,-304.07312,335.59,0.42094857,0.17237169
0.46860072,1311.0,-538.55914,335.04,0.09959363,0.0834948
0.91660404,2306.0,-285.53815,534.03,0.20185359,0.07703196
0.7574479,2670.0,-115.0085,493.17,0.045696445,0.059329446
0.38983068,2998.0,-283.8847,543.49,0.3705708,0.13623697
0.42697862,2213.0,-145.61694,370.94,0.14035232,0.07474577
0.8208542,2505.0,-230.15942,620.91,0.6315229,0.42916483
0.29990155,2254.0,-370.42548,422.40298,0.19875576,0.17433113
0.40244365,2390.0,-397.07172,404.3,0.041785076,0.13298438
0.27373704,839.0,-449.17493,145.44,0.02973993,0.035734117
0.60149,2090.0,-122.82578,348.5,0.03492027,0.11887035
0.33518484,2147.0,-348.45395,467.001,0.25251853,0.083950564
0.67443633,1223.0,-336.70618,226.1,0.37764218,0.1691846
0.72603446,2073.0,-281.33893,355.4,0.002336927,0.07350204
0.7416411,2815.0,-348.45395,651.113,0.3474125,0.20293908
0.6586955,2496.0,-461.4865,302.41,0.15830956,0.14709465
0.49180996,1191.0,-440.299,291.06,0.11416449,0.28045383
0.7228715,2284.0,-115.0085,505.84,0.056523167,0.17065306
0.9259715,2253.0,-311.00467,531.73,0.19329531,0.05713654
0.7401922,4052.0,-118.081375,720.59,0.70414674,0.33371633
0.4002164,2049.0,-201.52792,310.8,0.4080032,0.168185
0.31551847,4034.0,-239.37135,707.76,0.80875844,0.21455836
0.45797965,1161.0,-503.74908,246.48999,0.0055200458,0.08211381
0.57952106,1545.0,-419.79913,282.97,0.0,0.031590674
0.43344396,1258.0,-319.84076,367.48,0.4687352,0.13725953
0.8525049,2731.0,-135.69774,551.29,0.02550219,0.03584731
0.5906476,1892.0,-172.57062,391.47,0.002058236,0.10761998
0.5669211,1266.0,-405.79517,340.83,0.2556219,0.08240231
0.9174736,3646.0,-330.90118,592.61,0.71072114,0.4025027
0.3742027,1598.0,-407.03812,326.13998,0.09752383,0.103346504
0.49895728,1235.0,-281.33893,240.42,0.016345099,0.11468669
0.19268212,2575.0,-338.01367,468.09,0.009718959,0.08455716
0.5114778,1421.0,-538.55914,272.08,0.113917336,0.24967101
0.74156106,2761.0,-230.15942,611.31,0.43142194,0.31616262
0.18554804,1846.0,-412.91693,302.97,0.0,0.0613973
0.8407628,1231.0,-458.6178,301.17,0.3289952,0.17923734
0.43957394,3782.0,-330.70148,675.42,0.3501286,0.024530133
0.50173676,2264.0,-261.77164,406.32,0.00042098397,0.016321661
0.8402793,990.0,-474.36856,108.52,0.0,0.020108571
0.33942708,2255.0,-287.94055,424.3,0.23706007,0.18105555
0.6359729,1674.0,-284.25726,400.37,0.0,0.24783248
0.5736667,2404.0,-397.07172,434.26,0.056771513,0.017084995
0.43257177,2401.0,-300.88504,465.88,0.33731037,0.29647598
0.26394483,2420.0,-282.12897,503.36,0.020074379,0.023253344
0.08447148,4226.0,-116.782745,685.95,0.41026893,0.020688578
0.7665472,2618.0,-135.69774,559.17,0.2018138,0.10822223
0.25587285,2577.0,-351.66302,360.2,0.0639271,0.08761473
0.42989838,2716.0,-310.64453,570.69,0.37109107,0.12044526
0.24588117,4380.0,-299.64645,534.9,0.79188,0.17912161
0.43924406,1984.0,-397.07172,384.27002,0.040156484,0.1027369
0.32511657,1355.0,-273.48917,175.86,0.0,0.040188555
0.36002505,3035.0,-338.02228,455.59998,0.33151913,0.11399341
0.7763585,2746.0,-118.081375,661.73,0.73855764,0.4118124
0.7824255,2539.0,-320.76462,320.93,0.008290484,0.2078269
0.5843277,2020.0,-138.59648,331.62,0.0,0.17255177
0.54751843,2973.0,-122.063446,645.03,0.2699473,0.15906645
0.4926091,1049.0,-296.68475,191.7,0.063569225,0.034468085
0.7588416,2008.0,-407.03812,304.0,0.10689813,0.17083417
0.75566524,1065.0,-448.97052,223.88,0.0,0.26138276
0.62275046,4120.0,-320.67572,513.11,0.15954083,0.36007202
0.7394438,1891.0,-416.26797,381.46,0.0002743898,0.022463419
0.7394438,825.0,-294.11075,265.78,0.0002743898,0.022463419
0.6204709,1685.0,-642.6691,269.51,0.1336508,0.14330105
0.5524536,3270.0,-263.40884,922.65,0.34319714,0.23559707
0.61727893,2393.0,-304.07312,329.74,0.047460802,0.03414499
0.3370196,3051.0,-360.11816,551.28,0.17682773,0.034275927
0.0628546,2423.0,-290.66278,393.64,0.0006611497,0.07861222
0.4824422,2926.0,-121.88341,565.61,0.41923204,0.07720503
0.6356575,3054.0,-108.96084,562.5,0.15758082,0.17146349
0.44199878,1904.0,-267.43295,443.41,0.15565167,0.10729073
0.5407217,2493.0,-353.30487,484.16998,0.030968113,0.09135608
0.38453636,1367.0,-351.6481,450.8,0.37154895,0.06347933
0.54981893,1429.0,-642.6691,221.59,0.2181426,0.14323483
0.5788895,2310.0,-400.74432,335.64,0.058194004,0.14475168
0.78230935,2719.0,-261.50198,498.71,0.23766461,0.16537501
0.8162808,2218.0,-338.02228,533.36,0.37295595,0.17513405
0.15462977,3411.0,-359.12244,641.95,0.5925008,0.05832938
0.5134562,1789.0,-172.57062,369.74,0.0014293921,0.08347719
0.32917655,1335.0,-416.26797,366.54,0.025972111,0.13867262
0.87302965,2601.0,-347.7622,373.63,0.031757075,0.13142794
0.3429423,2024.0,-370.42548,576.157,0.084735826,0.120630875
0.7403507,2185.0,-353.69125,649.16003,0.30100963,0.33220986
0.65570366,1095.0,-303.56976,191.37,0.0,0.17968407
0.9161622,2196.0,-225.87646,530.03,0.17139181,0.041571744
0.79189676,3093.0,-330.90118,611.04,0.8360942,0.45288107
0.5661712,1764.0,-327.37674,337.2,0.00035163178,0.09802048
0.68652505,2184.0,-299.7838,337.91,0.3702539,0.22574823
0.56743824,3535.0,-387.12906,818.45703,0.06238619,0.113291405
0.6919401,3237.0,-346.44556,396.676,3.2202897e-05,0.16773586
0.8278218,993.0,-237.20526,239.07,0.0011780232,0.08651852
0.53516674,1830.0,-314.0467,366.61,0.189845,0.14633901
