ET_KS,URBAN_KS,URBAN_FLT_KS,GRACE_KS,GW_KS,AGRI_KS,P_KS,SW_KS,ET_FLT_KS,GRACE_AVG_KS,YEAR
171.6,0.0,0.09136162,1.0,272.0119,0.8931606,289.35,0.008152157,171.6,1.0,2012
154.4,0.0,0.09657453,1.0,322.99622,0.904661,292.79,0.013182391,154.4,1.0,2012
199.2,0.0,0.099710524,1.0,379.50516,0.9107,286.18,0.020664582,199.2,1.0,2012
141.7,0.0,0.100879356,1.0,94.326706,0.91099393,266.65,0.031390004,141.7,1.0,2012
151.2,0.0,0.10161415,1.0,118.7619,0.9055283,264.41,0.046188947,151.2,1.0,2012
158.6,0.0,0.10349362,1.0,207.07147,0.8946255,275.46,0.06581848,158.6,1.0,2012
150.8,0.0,0.10704653,1.0,207.38423,0.8789268,294.49,0.09080992,150.8,1.0,2012
124.9,0.0,0.11194998,1.0,155.30981,0.85947704,278.51,0.12129278,124.9,1.0,2012
156.2,0.0,0.11808465,1.0,148.24693,0.8378062,281.07,0.1568252,156.2,1.0,2012
172.3,0.0,0.126616,1.0,29.31803,0.8157521,317.76,0.19627024,172.3,1.0,2012
161.0,0.0,0.13952778,1.0,91.97793,0.79495764,319.71002,0.23775874,161.0,1.0,2012
134.3,0.0,0.15792705,1.0,18.822762,0.77613777,311.6,0.2787706,134.3,1.0,2012
122.9,0.0,0.18039782,1.0,71.99054,0.7587362,289.58,0.3163462,122.9,1.0,2012
139.7,0.0,0.20293908,1.0,246.21411,0.7416411,271.69,0.3474125,139.7,1.0,2012
137.2,0.0,0.22083983,1.0,191.4811,0.7244512,257.83002,0.36917984,137.2,1.0,2012
154.6,3.0,0.23119244,1.0,386.04327,0.70848536,243.7,0.37954238,0.0,1.0,2012
145.1,0.0,0.2342574,1.0,86.72374,0.69641435,251.84,0.3774064,145.1,1.0,2012
189.3,0.0,0.23264033,1.0,0.0,0.69057465,267.81,0.36287692,189.3,1.0,2012
125.3,0.0,0.22914833,1.0,46.14644,0.6912267,267.71,0.3372606,125.3,1.0,2012
127.9,3.0,0.22488688,1.0,95.21057,0.6961792,268.21,0.30287707,0.0,1.0,2012
130.9,0.0,0.21895272,1.0,1.0301528,0.70196027,272.63998,0.26281837,130.9,1.0,2012
200.0,0.0,0.20971869,1.0,0.0,0.70567536,266.81,0.22023624,200.0,1.0,2012
160.7,0.0,0.1964463,1.0,22.985,0.7062297,268.97,0.17828223,160.7,1.0,2012
135.0,0.0,0.17998554,1.0,29.41505,0.70421165,285.28,0.13957198,135.0,1.0,2012
177.6,0.0,0.16213638,1.0,119.19568,0.7011178,291.48,0.10603765,177.6,1.0,2012
195.6,0.0,0.14451592,1.0,174.37025,0.69870454,307.7,0.07889435,195.6,1.0,2012
179.8,0.0,0.12807457,1.0,265.7561,0.69867,307.96,0.05874482,179.8,1.0,2012
169.9,0.0,0.11375064,1.0,117.049934,0.7024231,308.38,0.045770515,169.9,1.0,2012
175.4,0.0,0.10335605,1.0,42.946526,0.71056503,310.32,0.03994284,175.4,1.0,2012
176.2,0.0,0.09959925,1.0,53.24768,0.72247034,307.37,0.04118795,176.2,1.0,2012
211.4,0.0,0.10466097,1.0,154.40475,0.7363091,301.61002,0.04946112,211.4,1.0,2012
185.6,0.0,0.11825665,1.0,93.2878,0.74985814,292.45,0.06469264,185.6,1.0,2012
181.9,0.0,0.13658954,1.0,100.46966,0.7613398,294.35,0.08663908,181.9,1.0,2012
187.5,0.0,0.15342653,1.0,130.18791,0.76983553,283.72,0.11475176,187.5,1.0,2012
268.5,0.0,0.16272306,1.0,190.08568,0.7750125,275.2,0.14767733,268.5,1.0,2012
160.9,3.0,0.1616228,1.0,148.60645,0.7767407,270.44,0.18367241,0.0,1.0,2012
206.6,0.0,0.15179408,1.0,152.88191,0.77497715,270.59,0.22000857,206.6,1.0,2012
209.5,0.0,0.13845024,1.0,60.103317,0.769764,289.04,0.25374672,209.5,1.0,2012
166.0,0.0,0.12766354,1.0,7.5053988,0.7610385,303.24,0.2819219,166.0,1.0,2012
172.7,0.0,0.12337049,1.0,54.143993,0.74841785,286.19,0.30227593,172.7,1.0,2012
220.7,0.0,0.12584226,1.0,75.0203,0.73116857,272.96,0.31355178,220.7,1.0,2012
143.5,0.0,0.13207908,1.0,63.029873,0.70881647,268.3,0.31619436,143.5,1.0,2012
167.2,0.0,0.13797906,1.0,75.84118,0.68193066,277.42,0.31220856,167.2,1.0,2012
191.8,0.0,0.14106366,1.0,104.7471,0.6524447,257.73,0.30506742,191.8,1.0,2012
179.5,0.0,0.14232904,1.0,78.90471,0.6233018,244.90001,0.299286,179.5,1.0,2012
225.3,0.0,0.1460972,1.0,25.410435,0.5976145,263.01,0.299565,225.3,1.0,2012
214.4,0.0,0.15765156,1.0,91.2046,0.5779245,294.47,0.31005305,214.4,1.0,2012
207.1,0.0,0.17988214,1.0,0.0,0.5658897,319.36,0.33346042,207.1,1.0,2012
275.6,0.0,0.21063386,1.0,4.414213,0.5625629,317.25,0.37084317,275.6,1.0,2012
279.0,0.0,0.24294823,1.0,0.0,0.5686717,312.58,0.42111006,279.0,1.0,2012
238.6,0.0,0.26812768,1.0,0.0,0.5849052,315.13,0.48155278,238.6,1.0,2012
236.3,0.0,0.28071183,1.0,5.608715,0.611615,316.27,0.5482299,236.3,1.0,2012
224.9,0.0,0.28245002,1.0,26.14514,0.64811057,319.05,0.6168329,224.9,1.0,2012
282.2,0.0,0.28313103,1.0,0.0,0.69163626,340.47,0.6831814,282.2,1.0,2012
270.9,0.0,0.2975244,1.0,0.0,0.7366318,335.21,0.74416196,270.9,1.0,2012
274.0,0.0,0.33989978,1.0,0.00029145306,0.7751297,328.92,0.79785794,274.0,1.0,2012
190.9,0.0,0.41853204,1.0,0.0,0.7983863,340.62,0.84357053,190.9,1.0,2012
272.7,0.0,0.53196585,1.0,0.0,0.7998772,350.34,0.8815114,272.7,1.0,2012
274.3,0.0,0.66786367,1.0,2.312927,0.77798456,399.9,0.9123426,274.3,1.0,2012
301.3,3.0,0.77373105,1.0,1.6181972,0.513225,423.41998,0.96201843,0.0,1.0,2012
355.9,0.0,0.62375975,1.0,5.3440394,0.47164258,418.13,0.94479024,355.9,1.0,2012
303.5,0.0,0.47454384,1.0,0.0,0.42172918,375.89,0.9192337,303.5,1.0,2012
272.5,0.0,0.34602863,1.0,0.0,0.36402878,384.96,0.8852114,272.5,1.0,2012
339.2,0.0,0.24761908,1.0,0.0,0.30327964,392.69,0.84270823,339.2,1.0,2012
327.2,0.0,0.17912161,1.0,0.0,0.24588117,389.01,0.79188,327.2,1.0,2012
284.1,0.0,0.13438977,1.0,0.0,0.19685401,380.82,0.7331669,284.1,1.0,2012
314.0,0.0,0.10530827,1.0,1.6101427,0.15790726,362.22,0.6674359,314.0,1.0,2012
314.4,0.0,0.08465957,1.0,0.0,0.12749934,350.72,0.5960957,314.4,1.0,2012
337.2,0.0,0.06766436,1.0,0.0,0.10250803,372.80002,0.5211211,337.2,1.0,2012
357.3,0.0,0.05211569,1.0,0.0,0.080277525,384.35,0.4449157,357.3,1.0,2012
324.9,0.0,0.037844982,1.0,0.0,0.059757795,371.26,0.3703694,324.9,1.0,2012
70.0,0.0,0.032621823,1.0,0.0,0.4182391,173.57,0.0,70.0,1.0,2012
54.4,0.0,0.045560643,1.0,68.414444,0.5191089,188.76999,0.0,54.4,1.0,2012
64.5,0.0,0.058482748,1.0,48.51068,0.6080038,206.45001,0.0,64.5,1.0,2012
73.4,0.0,0.069691345,1.0,122.95117,0.67657346,210.55,0.0,73.4,1.0,2012
130.9,0.0,0.078076206,1.0,96.64836,0.7197887,203.99,0.0,130.9,1.0,2012
94.2,0.0,0.08335475,1.0,70.500275,0.73673403,200.81999,0.0,94.2,1.0,2012
153.9,0.0,0.08602138,1.0,136.6072,0.7308512,193.19,0.0,153.9,1.0,2012
182.1,0.0,0.08721387,1.0,109.88629,0.7095762,199.18,0.0,182.1,1.0,2012
76.7,0.0,0.088649936,1.0,36.51202,0.68295556,213.59,0.0,76.7,1.0,2012
110.2,0.0,0.092352666,1.0,217.65999,0.6611603,213.93,3.2389503e-06,110.2,1.0,2012
141.0,0.0,0.09982487,1.0,79.39419,0.6517107,203.92,7.06568e-06,141.0,1.0,2012
68.9,0.0,0.11081041,1.0,98.92189,0.65761346,181.04001,1.480921e-05,68.9,1.0,2012
101.3,0.0,0.122518554,1.0,165.75648,0.677204,191.77,2.9822088e-05,101.3,1.0,2012
113.8,0.0,0.1303837,1.0,102.48525,0.7057516,182.77,5.7699544e-05,113.8,1.0,2012
117.4,0.0,0.1302485,1.0,288.68698,0.7379672,201.41,0.0001763382,117.4,1.0,2012
100.7,0.0,0.120786704,1.0,250.37617,0.7699511,212.72,0.00034226294,100.7,1.0,2012
132.6,0.0,0.10448804,1.0,130.92752,0.79995584,208.82,0.0006445784,132.6,1.0,2012
140.1,0.0,0.08651852,1.0,115.27944,0.8278218,196.39,0.0011780232,140.1,1.0,2012
99.7,0.0,0.07214709,1.0,37.45227,0.85383844,212.99,0.002158223,99.7,1.0,2012
161.6,0.0,0.064506516,1.0,187.44925,0.8777702,242.03,0.0037449587,161.6,1.0,2012
151.5,0.0,0.063674204,1.0,233.30508,0.8986499,278.86,0.006312295,151.5,1.0,2012
195.2,0.0,0.067370586,1.0,195.35791,0.9149166,281.76,0.010331627,195.2,1.0,2012
92.0,0.0,0.07263523,1.0,346.63052,0.9249592,302.27,0.016413627,92.0,1.0,2012
161.8,0.0,0.07740458,1.0,470.40112,0.92763484,294.35,0.025298111,161.8,1.0,2012
146.0,0.0,0.08132325,1.0,338.5981,0.9227441,276.04,0.03781028,146.0,1.0,2012
139.9,0.0,0.08530424,1.0,327.19003,0.91110855,253.1,0.054773748,139.9,1.0,2012
134.4,0.0,0.090374075,1.0,234.88976,0.89440095,262.16998,0.076877825,134.4,1.0,2012
138.9,0.0,0.09664042,1.0,132.13287,0.8746052,281.04,0.10450825,138.9,1.0,2012
132.8,0.0,0.10345305,1.0,127.986115,0.85357237,267.21,0.13756506,132.8,1.0,2012
168.1,0.0,0.11038352,1.0,138.8304,0.8328889,262.7,0.17530432,168.1,1.0,2012
137.5,0.0,0.118387714,1.0,121.40952,0.81383103,307.78,0.21624735,137.5,1.0,2012
126.3,0.0,0.12956482,1.0,75.3979,0.79718685,322.23,0.2581973,126.3,1.0,2012
157.9,0.0,0.14562331,1.0,144.16826,0.782774,317.75,0.29838663,157.9,1.0,2012
199.9,0.0,0.16614383,1.0,82.69356,0.769199,286.58,0.33375245,199.9,1.0,2012
101.2,0.0,0.18808126,1.0,40.99548,0.75461584,275.36,0.361307,101.2,1.0,2012
142.9,0.0,0.20707604,1.0,65.58485,0.73808616,269.52,0.37854338,142.9,1.0,2012
199.9,0.0,0.21962132,1.0,90.293015,0.72075945,269.37,0.38380232,199.9,1.0,2012
161.5,0.0,0.22461678,1.0,161.69792,0.70560026,266.49,0.37652823,161.5,1.0,2012
164.6,0.0,0.22322986,1.0,119.38458,0.69562167,249.03,0.35736158,164.6,1.0,2012
165.6,0.0,0.21754874,1.0,17.61983,0.69190234,247.95,0.32804817,165.6,1.0,2012
114.0,0.0,0.20908955,1.0,77.19005,0.6929446,246.0,0.29118085,114.0,1.0,2012
193.2,0.0,0.19824426,1.0,30.579277,0.6956801,268.72,0.24991505,193.2,1.0,2012
121.5,0.0,0.18483815,1.0,11.148958,0.69727093,273.34,0.20730522,121.5,1.0,2012
129.6,0.0,0.16904128,1.0,1.5615809,0.6963742,266.88,0.1662453,129.6,1.0,2012
158.4,0.0,0.15180583,1.0,34.090576,0.69308805,298.14,0.12902266,158.4,1.0,2012
196.5,0.0,0.13453762,1.0,112.929504,0.68831104,319.3,0.09722794,196.5,1.0,2012
188.5,0.0,0.11847855,1.0,260.23657,0.6832957,329.29,0.071769245,188.5,1.0,2012
179.6,0.0,0.10455453,1.0,34.715664,0.67955273,317.87,0.053001877,179.6,1.0,2012
177.6,0.0,0.09395043,1.0,56.790752,0.6787592,307.97,0.040923096,177.6,1.0,2012
146.5,0.0,0.08867075,1.0,115.18619,0.6821721,305.44,0.035372466,146.5,1.0,2012
170.1,0.0,0.0912424,1.0,121.28668,0.68996704,293.74,0.03618079,170.1,1.0,2012
186.4,0.0,0.10319908,1.0,140.90887,0.70100003,294.66998,0.043237038,186.4,1.0,2012
171.0,0.0,0.1232797,1.0,151.32823,0.71345377,277.12,0.056430534,171.0,1.0,2012
203.3,0.0,0.14661884,1.0,118.41977,0.7256918,277.78,0.075519204,203.3,1.0,2012
205.0,0.0,0.16609344,1.0,120.215836,0.73675966,279.66998,0.10001492,205.0,1.0,2012
219.0,0.0,0.17517926,1.0,161.10774,0.74618703,277.9,0.12871517,219.0,1.0,2012
170.0,0.0,0.17104964,1.0,41.87538,0.7536397,271.41,0.16014007,170.0,1.0,2012
219.7,0.0,0.15588768,1.0,40.04157,0.7588162,262.55,0.19188508,219.7,1.0,2012
176.5,0.0,0.13572502,1.0,58.705177,0.7614506,302.79,0.22141448,176.5,1.0,2012
171.2,0.0,0.117541015,1.0,52.33025,0.7611166,318.15,0.24618052,171.2,1.0,2012
173.6,0.0,0.10611984,1.0,0.0,0.7569238,297.69,0.26425987,173.6,1.0,2012
174.3,0.0,0.10243415,1.0,6.524623,0.7474061,289.4,0.27463853,174.3,1.0,2012
245.2,0.0,0.10401872,1.0,62.382545,0.7311654,289.28,0.2778284,245.2,1.0,2012
264.5,0.0,0.10710038,1.0,0.0,0.7078423,285.52,0.27573985,264.5,1.0,2012
179.6,0.0,0.10926566,1.0,40.29383,0.67874974,267.49,0.27158412,179.6,1.0,2012
206.2,0.0,0.11133202,1.0,19.818178,0.64675957,256.47,0.26953766,206.2,1.0,2012
228.0,0.0,0.11733851,1.0,41.062954,0.6155076,297.9,0.27394417,228.0,1.0,2012
199.2,0.0,0.13242638,1.0,69.05613,0.588525,333.49,0.28863633,199.2,1.0,2012
182.3,0.0,0.15964144,1.0,20.085056,0.56867504,373.84,0.31614286,182.3,1.0,2012
273.1,0.0,0.1971714,1.0,0.0,0.55818397,360.55,0.35745788,273.1,1.0,2012
245.2,0.0,0.2381856,1.0,0.0,0.5586822,337.12,0.4115336,245.2,1.0,2012
220.7,3.0,0.2734443,1.0,0.0,0.57131463,324.38998,0.47579238,0.0,1.0,2012
202.9,3.0,0.2961812,1.0,0.0,0.5963609,321.68,0.5464331,0.0,1.0,2012
254.1,0.0,0.30643752,1.0,0.0,0.6326198,320.68,0.6192421,254.1,1.0,2012
188.0,0.0,0.31261775,1.0,0.0,0.6766069,310.0,0.69003665,188.0,1.0,2012
254.1,0.0,0.32904065,1.0,0.0,0.7220957,305.09,0.75558966,254.1,1.0,2012
240.3,0.0,0.3706109,1.0,0.0,0.76067585,320.41,0.8137652,240.3,1.0,2012
276.4,0.0,0.4469483,1.0,0.0,0.7834138,338.74002,0.86357576,276.4,1.0,2012
248.7,3.0,0.55804044,1.0,0.2563071,0.78379124,341.65,0.90492934,0.0,1.0,2012
240.7,3.0,0.6924906,1.0,0.6860137,0.7603436,346.78,0.9382289,0.0,1.0,2012
163.8,0.0,0.93994695,1.0,108.13664,0.66539764,374.29,0.98248595,163.8,1.0,2012
246.0,0.0,0.79226965,1.0,8.436422,0.49449876,406.84,0.98284817,246.0,1.0,2012
328.4,0.0,0.6411579,1.0,1.6846536,0.45590913,405.8,0.9635774,328.4,1.0,2012
414.4,0.0,0.4922535,1.0,0.03598,0.40963566,391.69,0.93633825,414.4,1.0,2012
295.4,0.0,0.36530977,1.0,0.0,0.3558228,378.35,0.9010756,295.4,1.0,2012
271.5,0.0,0.26895374,1.0,0.0,0.29875666,383.49,0.8577357,271.5,1.0,2012
350.9,0.0,0.2020526,1.0,0.0,0.24444075,380.84,0.80634385,350.9,1.0,2012
395.6,0.0,0.15779248,1.0,0.0,0.19765225,359.69,0.7471621,395.6,1.0,2012
261.5,0.0,0.12784937,1.0,0.0,0.16004136,351.29,0.68088365,261.5,1.0,2012
282.6,0.0,0.10519204,1.0,0.0,0.13017072,344.58002,0.6087886,0.0,1.0,2012
347.1,0.0,0.085420296,1.0,0.0,0.10512093,358.9,0.53279364,347.1,1.0,2012
338.3,0.0,0.06672761,1.0,0.0,0.08247254,369.25,0.45531815,338.3,1.0,2012
341.4,0.0,0.04928669,1.0,0.0,0.061391383,375.44,0.37931964,341.4,1.0,2012
86.7,0.0,0.03933344,1.0,0.0,0.4039009,178.2,0.0,86.7,1.0,2012
52.5,0.0,0.055137526,1.0,0.0,0.50516367,181.81,0.0,52.5,1.0,2012
104.4,0.0,0.070926495,1.0,80.38692,0.59661734,188.38,0.0,104.4,1.0,2012
106.9,0.0,0.08440095,1.0,189.3133,0.66966057,184.03,0.0,106.9,1.0,2012
151.0,0.0,0.09383161,1.0,8.325682,0.7185238,180.12,0.0,151.0,1.0,2012
161.4,0.0,0.098497264,1.0,154.5705,0.74130934,183.13,0.0,161.4,1.0,2012
153.3,0.0,0.09880163,1.0,220.31348,0.7405128,182.37,0.0,153.3,1.0,2012
72.1,0.0,0.09619302,1.0,62.976177,0.72284204,181.5,0.0,72.1,1.0,2012
115.2,0.0,0.09300101,1.0,78.19847,0.697926,181.57,0.0,115.2,1.0,2012
117.2,0.0,0.091967694,1.0,174.84167,0.6758686,184.73999,5.3401263e-06,117.2,1.0,2012
85.1,0.0,0.09522749,1.0,88.14819,0.66450864,183.36,1.1649337e-05,85.1,1.0,2012
80.5,0.0,0.10297156,1.0,72.52614,0.6675525,170.48999,2.441626e-05,80.5,1.0,2012
123.2,0.0,0.11264985,1.0,5.0526543,0.6842499,172.65,4.9168306e-05,123.2,1.0,2012
74.6,0.0,0.11969966,1.0,0.0,0.71069074,173.69,9.513047e-05,74.6,1.0,2012
123.2,0.0,0.11969351,1.0,112.188545,0.7419798,190.53,0.00025630032,123.2,1.0,2012
122.1,0.0,0.11077657,1.0,131.36467,0.7740473,206.52,0.0004891833,122.1,1.0,2012
98.0,0.0,0.094788276,1.0,31.342892,0.80457044,208.54001,0.0009052984,98.0,1.0,2012
99.0,0.0,0.07637358,1.0,0.0,0.83279014,193.14,0.0016252032,99.0,1.0,2012
90.5,0.0,0.060613073,1.0,77.90295,0.8587077,199.14,0.0028887312,90.5,1.0,2012
105.7,0.0,0.05087284,1.0,143.75723,0.8821889,222.96,0.0049115727,105.7,1.0,2012
155.2,0.0,0.0477815,1.0,219.17728,0.9025377,268.14,0.008113782,155.2,1.0,2012
128.4,0.0,0.049697626,1.0,75.10304,0.91830736,279.3,0.013021928,128.4,1.0,2012
164.4,0.0,0.05413127,1.0,168.25829,0.92768496,295.97,0.020298747,164.4,1.0,2012
163.6,0.0,0.059172116,1.0,376.6953,0.92912626,295.51,0.030721702,163.6,1.0,2012
165.1,0.0,0.06426899,1.0,347.33704,0.92216706,278.61002,0.04512415,165.1,1.0,2012
155.0,0.0,0.06992211,1.0,179.19753,0.9077901,243.35,0.06429095,155.0,1.0,2012
140.2,0.0,0.076702304,1.0,148.25119,0.88824725,246.05,0.08880913,140.2,1.0,2012
66.8,0.0,0.08432274,1.0,34.00524,0.8662513,257.34,0.11888771,66.8,1.0,2012
92.8,0.0,0.0917986,1.0,20.095242,0.84417313,259.15,0.15417615,92.8,1.0,2012
119.8,3.0,0.09836944,1.0,33.994995,0.82373315,250.98,0.19362366,0.0,1.0,2012
158.1,0.0,0.10471104,1.0,0.0,0.8060078,285.36,0.2354258,158.1,1.0,2012
93.4,0.0,0.11292575,1.0,0.0,0.79142356,313.48,0.2770953,93.4,1.0,2012
127.8,0.0,0.12523691,1.0,0.0,0.7793687,317.66998,0.31567252,127.8,1.0,2012
156.1,0.0,0.14225833,1.0,104.48837,0.76794094,279.37,0.3480582,156.1,1.0,2012
128.3,0.0,0.16210526,1.0,67.32791,0.75468755,271.01,0.37141863,128.3,1.0,2012
162.2,0.0,0.18107952,1.0,71.21572,0.7380799,278.49,0.38359046,162.2,1.0,2012
120.1,0.0,0.19537698,1.0,163.76973,0.71893084,302.06,0.38340515,120.1,1.0,2012
125.1,0.0,0.20272025,1.0,126.93138,0.7003373,300.06,0.37086707,125.1,1.0,2012
146.9,0.0,0.20287149,1.0,41.853657,0.68593377,256.65,0.34715012,146.9,1.0,2012
184.5,0.0,0.19708362,1.0,88.99508,0.67768675,237.42001,0.31441492,184.5,1.0,2012
151.0,0.0,0.18702535,1.0,55.095947,0.6749051,233.18,0.2754866,151.0,1.0,2012
190.4,0.0,0.17400046,1.0,74.70045,0.674962,255.69,0.23353313,190.4,1.0,2012
153.9,0.0,0.15884693,1.0,95.06213,0.6749845,266.64,0.1914601,153.9,1.0,2012
170.0,0.0,0.14228013,1.0,74.26603,0.67320424,273.81,0.15185602,170.0,1.0,2012
130.9,0.0,0.12520315,1.0,62.493237,0.6690781,318.22998,0.116642,130.9,1.0,2012
170.7,0.0,0.108718365,1.0,20.273302,0.6628643,340.82,0.08704094,170.7,1.0,2012
193.6,0.0,0.09391898,1.0,223.84479,0.65536916,334.55,0.063639455,193.6,1.0,2012
152.6,0.0,0.08189704,1.0,76.83973,0.64801526,281.74,0.046540853,152.6,1.0,2012
201.4,0.0,0.07410828,1.0,59.62051,0.6428453,263.81,0.035560526,201.4,1.0,2012
166.5,0.0,0.0726115,1.0,54.06069,0.641875,267.75,0.030412212,166.5,1.0,2012
191.2,0.0,0.07958629,1.0,126.24856,0.6461897,255.04,0.03083813,191.2,1.0,2012
179.8,0.0,0.09592071,1.0,79.67303,0.6553963,261.83002,0.036668245,179.8,1.0,2012
147.2,0.0,0.11968483,1.0,106.24905,0.6680181,261.77,0.047755703,147.2,1.0,2012
196.8,0.0,0.14556903,1.0,106.77528,0.68231905,263.03,0.06386518,196.8,1.0,2012
194.1,3.0,0.1663159,1.0,93.981285,0.6969593,264.34998,0.084572315,0.0,1.0,2012
211.5,3.0,0.17550212,1.0,68.00248,0.711032,272.02,0.108837746,0.0,1.0,2012
185.6,0.0,0.17043887,1.0,66.55009,0.7238965,263.63,0.13545105,185.6,1.0,2012
175.8,0.0,0.15334763,1.0,68.96619,0.7351239,245.95,0.1623507,175.8,1.0,2012
234.6,0.0,0.1301769,1.0,63.49768,0.7444148,306.15,0.18741764,234.6,1.0,2012
228.0,0.0,0.1078498,1.0,0.7402833,0.75126153,321.03,0.20853508,228.0,1.0,2012
202.0,0.0,0.09135979,1.0,55.76133,0.75445205,310.68,0.22411592,202.0,1.0,2012
200.8,0.0,0.08227527,1.0,34.317806,0.7518778,304.44,0.23338175,200.8,1.0,2012
161.8,0.0,0.07904519,1.0,95.2765,0.7412599,298.04,0.23688257,161.8,1.0,2012
196.5,0.0,0.07882472,1.0,31.008947,0.7213724,294.0,0.23639122,196.5,1.0,2012
234.2,0.0,0.0797648,1.0,0.0,0.69301885,287.06,0.23479891,234.2,1.0,2012
264.1,0.0,0.082686774,1.0,0.0,0.65913177,283.94,0.23587364,264.1,1.0,2012
243.4,0.0,0.091189496,1.0,0.19787195,0.62395936,332.88,0.24353744,243.4,1.0,2012
289.6,0.0,0.10994938,1.0,0.0,0.5919787,367.17,0.26125732,289.6,1.0,2012
262.7,0.0,0.14191873,1.0,0.0,0.56704503,402.89,0.29136083,262.7,1.0,2012
249.9,0.0,0.18564218,1.0,2.7022185,0.552214,380.4,0.3347984,249.9,1.0,2012
273.8,0.0,0.23468274,1.0,0.0,0.54968077,342.87,0.39063275,273.8,1.0,2012
229.8,0.0,0.27958462,1.0,0.0,0.5608633,323.56,0.456517,229.8,1.0,2012
233.4,0.0,0.31235287,1.0,0.0,0.58600205,326.64,0.5289165,233.4,1.0,2012
194.5,0.0,0.33092234,1.0,0.059796058,0.6235723,321.35,0.60383946,194.5,1.0,2012
218.7,0.0,0.34144488,1.0,13.445682,0.6695738,296.55,0.67721885,218.7,1.0,2012
247.3,0.0,0.35672674,1.0,15.256072,0.7172653,290.62,0.7457938,247.3,1.0,2012
268.5,0.0,0.3914919,1.0,0.0,0.75789714,322.91,0.8072499,0.0,1.0,2012
278.9,0.0,0.45651639,1.0,0.0,0.78245777,344.93,0.8603137,278.9,1.0,2012
270.1,0.0,0.55384284,1.0,0.0,0.78454673,341.82,0.9045646,270.1,1.0,2012
281.8,0.0,0.6743519,1.0,0.0,0.7628525,331.64,0.9401068,281.8,1.0,2012
265.3,0.0,0.7985337,1.0,38.54387,0.7221241,332.56,0.9672343,265.3,1.0,2012
225.7,0.0,0.9005603,1.0,193.52151,0.67147195,355.73,0.986197,225.7,1.0,2012
282.8,0.0,0.8761543,1.0,0.0,0.5376384,384.66998,0.994909,282.8,1.0,2012
243.9,0.0,0.75735736,1.0,0.3162326,0.5017281,370.88,0.9818901,243.9,1.0,2012
259.9,0.0,0.6164327,1.0,0.0,0.46210888,377.98,0.9610705,259.9,1.0,2012
306.8,0.0,0.47910985,1.0,0.0,0.4149168,379.28,0.93256307,306.8,1.0,2012
310.9,0.0,0.3633359,1.0,0.0,0.36058575,353.52,0.8964045,310.9,1.0,2012
326.8,0.0,0.27614567,1.0,0.0,0.30348092,336.52,0.8525535,326.8,1.0,2012
269.2,0.0,0.21546659,1.0,0.0,0.24946915,328.2,0.8009875,269.2,1.0,2012
277.2,0.0,0.17439269,1.0,0.0,0.20304246,327.64,0.74188995,277.2,1.0,2012
248.5,0.0,0.14518961,1.0,0.0,0.16554596,328.83002,0.6758697,248.5,1.0,2012
353.4,3.0,0.121719085,1.0,0.0,0.13534994,319.91998,0.6041369,0.0,1.0,2012
339.1,0.0,0.10036298,1.0,0.0,0.109532654,327.17,0.5285601,339.1,1.0,2012
384.1,0.0,0.07978148,1.0,0.0,0.085842185,324.88,0.45153487,384.1,1.0,2012
320.2,0.0,0.06032213,1.0,0.0,0.06368388,366.46,0.37599364,320.2,1.0,2012
71.8,0.0,0.043282297,1.0,0.0,0.38772693,178.52,0.0,71.8,1.0,2012
66.6,0.0,0.06143635,1.0,31.312471,0.48665333,174.44,0.0,66.6,1.0,2012
98.3,0.0,0.08017678,1.0,1.116735,0.57729036,174.69,0.0,98.3,1.0,2012
105.0,3.0,0.09687016,1.0,25.43109,0.6514153,174.85,0.0,0.0,1.0,2012
82.8,0.0,0.10919225,1.0,29.283659,0.70327324,173.31999,0.0,82.8,1.0,2012
167.6,0.0,0.11569255,1.0,134.1055,0.7305833,175.49,0.0,167.6,1.0,2012
152.3,0.0,0.116159216,1.0,515.2131,0.7351264,179.64,0.0,152.3,1.0,2012
112.2,0.0,0.11179468,1.0,297.98428,0.7226782,173.98999,0.0,112.2,1.0,2012
133.9,0.0,0.10516546,1.0,193.85951,0.70190793,173.54,0.0,133.9,1.0,2012
74.8,0.0,0.09964381,1.0,133.3905,0.6821667,172.70999,8.459156e-06,74.8,1.0,2012
109.5,0.0,0.0981583,1.0,169.27585,0.6709818,168.08,1.8453413e-05,109.5,1.0,2012
92.0,0.0,0.10163358,1.0,68.66615,0.6723311,164.87,3.867716e-05,92.0,1.0,2012
138.2,0.0,0.10805092,1.0,11.380791,0.6862257,166.17,7.788624e-05,138.2,1.0,2012
124.8,0.0,0.11309635,1.0,17.169212,0.70968974,174.09,0.00015069371,124.8,1.0,2012
120.4,3.0,0.11227773,1.0,28.127676,0.73852193,185.73,0.00036794523,0.0,1.0,2012
165.1,0.0,0.1033843,1.0,179.13142,0.76884305,200.51001,0.00069188996,165.1,1.0,2012
119.2,0.0,0.08771724,1.0,52.9103,0.7980422,205.87,0.0012600706,119.2,1.0,2012
159.9,0.0,0.069395214,1.0,143.15619,0.82490563,200.23001,0.0022240712,159.9,1.0,2012
145.0,0.0,0.053168222,1.0,123.71225,0.8491854,198.98001,0.0038529737,145.0,1.0,2012
108.0,0.0,0.042372856,1.0,143.49013,0.87090665,208.59,0.0064217625,108.0,1.0,2012
