OBJECTID	PDIV_ID	Af_used_2012	Af_used_irr_2012	Acres_2012	Af_used_mun_2012	Af_used_stk_2012	long_nad83	lat_nad83	county						
2657	26385	0	0	0	0	0	-100.4455222	39.04633425	GO						
2658	36539	286.2074997	286.2074997	260	0	0	-101.2127873	37.93355027	KE						
2659	20272	0	0	0	0	0	-100.5522693	37.73149696	GY						
2660	39546	0	0	0	0	0	-100.8077044	38.56548006	SC						
2661	37502	0	0	0	0	0	-100.8148735	38.56368714	SC						
2662	16426	0	0	0	0	0	-100.5061852	37.46720259	ME						
2663	22725	6.490696668	6.490696668	4	0	0	-100.3424737	39.11167694	GO						
2664	37603	0	0	0	0	0	-99.08819623	38.18622348	PN						
2665	8690	9.379409607	0	0	0	0	-100.4503534	38.74999341	GO						
2666	21036	270.8998898	270.8998898	125	0	0	-100.760735	37.89069175	FI						
2667	22811	0	0	0	0	0	-97.27323285	37.44598103	SU						
2668	52462	252	252	125	0	0	-101.3995663	37.51893149	GT						
2669	4507	28	28	37	0	0	-100.7309791	39.915094	DC						
2670	30573	0	0	0	0	0	-100.9623964	38.170974	FI						
2671	22060	0	0	0	0	0	-97.2661127	39.35662103	CY						
2672	43233	93	93	65	0	0	-97.75632006	38.55349716	MP						
2673	17896	222	222	120	0	0	-101.6142672	39.38556981	SH						
2674	51778	104.5876796	104.5876796	115	0	0	-96.40328694	39.17609721	RL						
2675	30645	0	0	0	0	0	-101.0498812	37.25718421	SW						
2676	49204	0	0	0	0	0	-97.31980433	37.72103021	SG						
2677	45631	0	0	0	0	0	-100.936279	37.98745068	FI						
2678	31053	139.2139352	139.2139352	90	0	0	-101.063574	39.58701182	RA						
2679	5139	0	0	0	0	0	-95.36104146	39.05551114	JF						
2680	25032	22.17843738	22.17843738	75	0	0	-99.40866425	37.5902192	KW						
2681	54443	144	144	100	0	0	-101.2804887	37.85276857	KE						
2682	49899	141	141	125	0	0	-101.2542402	37.84635871	KE						
2683	5912	339	339	205	0	0	-99.99063186	37.61531088	FO						
2684	36334	37.04423187	0	0	0	37.04423187	-100.7610681	37.26053575	SW						
2685	16387	102	102	122	0	0	-101.1565259	39.54041122	TH						
2686	17769	255	255	176	0	0	-101.2443517	37.32242603	SV						
2687	27673	122	122	99	0	0	-101.5070739	39.35155134	SH						
2688	45120	2	2	2	0	0	-100.7058686	39.9171642	DC						
2689	20261	0	0	0	0	0	-97.22583088	37.46892583	SU						
2690	23344	0	0	0	0	0	-99.81873982	37.60333976	FO						
2691	50749	0.103452191	0	0	0	0.103452191	-101.081891	38.29569189	SC						
2692	4093	78	78	125	0	0	-100.2925411	37.73344183	GY						
2693	53134	184	184	118	0	0	-100.6310534	39.54241392	SD						
2694	1514	0	0	0	0	0	-100.6306134	39.53895391	SD						
2695	50943	116.0800489	116.0800489	130	0	0	-97.20615405	39.47722686	CY						
2696	11034	215	215	120	0	0	-101.0780438	39.44528286	TH						
2697	12945	79.19570601	79.19570601	120	0	0	-98.5272736	38.03660017	SF						
2698	51287	0	0	0	0	0	-100.8116413	37.7696018	FI						
2699	38389	158	158	125	0	0	-100.8117444	37.7548509	FI						
2700	46548	0	0	0	0	0	-100.8619944	37.65708236	HS						
2701	51288	188.6666667	188.6666667	122	0	0	-99.10936999	37.92488063	ED						
2702	23744	414	414	180	0	0	-101.9890951	37.7388883	HM						
2703	50772	0	0	0	0	0	-97.28449073	39.51632734	CY						
2704	28462	192	192	245	0	0	-101.3162713	37.23888697	SV						
2705	46575	175.0438084	175.0438084	130	0	0	-98.70511383	37.93735239	SF						
2706	33685	193	193	130	0	0	-99.21051769	37.85805595	ED						
2707	52947	0	0	0	0	0	-95.05826222	38.12941853	LN						
2708	11327	0	0	0	0	0	-100.1926187	37.7477553	FO						
2709	50530	127	127	125	0	0	-100.1928571	37.75511733	FO						
2710	15619	158	158	117	0	0	-98.11147089	37.54843666	KM						
2711	3954	194	194	115	0	0	-101.8188936	39.55276536	SH						
2712	26424	2.551472912	2.551472912	119	0	0	-100.8310216	38.65058168	SC						
2713	19583	0	0	0	0	0	-101.0899543	38.48690901	SC						
2714	98	60	60	125	0	0	-100.3104915	37.76984167	GY						
2715	44015	0	0	0	0	0	-101.2130635	37.91724116	KE						
2716	7236	125.9865705	125.9865705	131	0	0	-101.3272674	38.59798679	WH						
2717	41698	138	138	130	0	0	-98.30551113	37.74321661	RN						
2718	25682	0	0	0	0	0	-98.37729639	37.94452661	RN						
2719	32550	79	79	125	0	0	-100.5112338	37.73347776	GY						
2720	15571	25	25	62	0	0	-101.4973936	39.55449809	SH						
2721	35737	92	92	88	0	0	-98.28753727	37.73753656	RN						
2722	39001	0	0	0	0	0	-100.4934937	37.8821964	GY						
2723	21570	237	237	125	0	0	-100.7845184	37.72570404	HS						
2724	12938	295	295	117	0	0	-100.3148629	37.95815119	GY						
2725	2451	73	73	44	0	0	-100.0069261	39.99749588	NT						
2726	14283	156	156	125	0	0	-101.0766083	37.30028519	SV						
2727	38853	0	0	0	0	0	-100.7924585	38.08379879	FI						
2728	8154	0	0	0	0	0	-100.6782949	39.37965096	SD						
2729	46265	0	0	0	0	0	-100.2833667	37.75539468	GY						
2730	12765	0	0	0	0	0	-100.3015044	37.74804281	GY						
2731	2257	0	0	0	0	0	-98.35761868	38.54185229	EW						
2732	29241	0	0	0	0	0	-101.3017893	37.87953013	KE						
2733	45687	0	0	0	0	0	-101.1402262	38.5718732	WH						
2734	19430	0	0	0	0	0	-100.9266904	38.48687426	SC						
2735	21389	488	488	130	0	0	-100.301761	37.78463152	GY						
2736	12340	129	129	120	0	0	-101.8867349	39.31449971	SH						
2737	12683	0	0	0	0	0	-100.5146549	39.81410814	DC						
2738	10240	190.2955645	190.2955645	130	0	0	-99.33713268	37.92380632	ED						
2739	9507	270	270	130	0	0	-100.2652998	37.77728144	GY						
2740	40397	215	215	130	0	0	-99.79116593	37.64180043	FO						
2741	41414	177	177	122	0	0	-100.4420391	39.55332391	SD						
2742	48121	192	192	106	0	0	-101.8336532	39.24453136	SH						
2743	34269	0	0	0	0	0	-100.7117724	39.1442977	SD						
2744	41908	195	195	130	0	0	-99.4086243	37.64184859	KW						
2745	42690	321	321	246	0	0	-100.6878644	39.46301416	SD						
2746	36349	184.7930496	184.7930496	130	0	0	-99.60089949	37.59190766	FO						
2747	10734	41.83476497	0	0	0	0	-98.7065846	37.96038517	SF						
2748	8212	47	47	48	0	0	-100.7350093	39.91536397	DC						
2749	5145	0	0	0	0	0	-99.77015779	39.48065718	GH						
2750	18683	0	0	0	0	0	-100.8554152	38.15897307	FI						
2751	15661	365	365	263	0	0	-101.230607	37.30291377	SV						
2752	15364	343	343	240	0	0	-101.8748544	39.2747206	SH						
2753	24969	143	143	135	0	0	-101.1464057	39.53128139	TH						
2754	19560	436	436	240	0	0	-101.2849576	37.32270861	SV						
2755	33155	0	0	0	0	0	-99.631013	38.21026713	HG						
2756	39961	0	0	0	0	0	-100.3376344	37.77732372	GY						
2757	9543	99.67807372	99.67807372	65	0	0	-98.84426953	38.0853243	SF						
2758	32375	114.9740219	114.9740219	70	0	0	-98.76415238	38.23167804	SF						
2759	24761	309	309	250	0	0	-100.8609342	38.21079189	FI						
2760	30664	261	261	125	0	0	-101.1628271	37.90492103	KE						
2761	5998	0	0	0	0	0	-99.45642003	38.12433373	PN						
2762	6242	86.86485541	86.86485541	60	0	0	-100.3886342	38.58284538	LE						
2763	6832	240	240	130	0	0	-101.7860925	39.46670683	SH						
2764	17992	82	82	67	0	0	-98.912106	39.66037418	SM						
2765	20883	78.6024901	78.6024901	51	0	0	-98.73419106	38.23889687	SF						
2766	45176	55.35812381	0	0	0	55.35812381	-100.3562723	37.66805276	GY						
2767	53420	214.7905024	214.7905024	128	0	0	-98.72426487	38.0029348	SF						
2768	4960	327.7200315	327.7200315	310	0	0	-99.74048659	37.53518124	FO						
2769	33475	0	0	0	0	0	-96.77224936	39.69534322	MS						
2770	34157	0	0	0	0	0	-96.48423536	39.17669231	RL						
2771	3939	442.9570571	442.9570571	200	0	0	-101.2094181	37.12672503	SV						
2772	9178	89	89	82	0	0	-99.8771587	38.97771888	TR						
2773	32169	229	229	179	0	0	-102.0209275	37.80414308	HM						
2774	33393	13.87229132	0	0	0	13.87229132	-101.6756254	37.67274624	ST						
2775	7809	19.24038901	0	0	0	19.24038901	-101.6726203	37.66973334	ST						
2776	51732	0	0	0	0	0	-101.7252255	38.92450851	WA						
2777	27752	0.095135507	0.095135507	1	0	0	-100.7423031	37.04650837	SW						
2778	21613	0	0	0	0	0	-98.82758293	38.77665438	RS						
2779	26757	0	0	0	0	0	-100.8855442	37.64927317	HS						
2780	50557	0	0	0	0	0	-100.4396352	37.23825837	ME						
2781	49886	0	0	0	0	0	-98.08255762	38.13555925	RN						
2782	23098	0	0	0	0	0	-100.6828508	38.07474901	FI						
2783	43404	0	0	0	0	0	-98.87245354	38.3717206	BT						
2784	27735	66	66	125	0	0	-101.9763673	37.8213323	HM						
2785	7941	0	0	0	0	0	-100.3068092	38.90633501	GO						
2786	13846	104	104	112	0	0	-97.75529021	39.9873104	RP						
2787	35440	60.40767099	0	0	60.40767099	0	-99.81951671	39.84010614	NT						
2788	49545	0	0	0	0	0	-97.34890989	37.62154767	SG						
2789	45886	0	0	0	0	0	-96.89653639	38.979559	GE						
2790	51988	0.045459428	0	0	0	0.045459428	-101.7587315	39.39896835	SH						
2791	25311	0	0	0	0	0	-100.9828714	38.08807467	FI						
2792	42571	0.102193948	0	0	0	0.102193948	-100.3567633	37.75544197	GY						
2793	52791	0	0	0	0	0	-98.05083687	37.81329965	RN						
2794	43846	0	0	0	0	0	-97.94852694	37.9688759	RN						
2795	26020	0	0	0	0	0	-97.7177348	38.96715201	OT						
2796	44227	352	352	200	0	0	-102.0227089	37.85198216	HM						
2797	19465	186.9166667	186.9166667	160	0	0	-98.65071394	37.98781667	SF						
2798	27004	0	0	0	0	0	-99.54458657	38.23208135	PN						
2799	42978	0	0	0	0	0	-97.88665595	38.50035253	MP						
2800	11591	0	0	0	0	0	-101.1820066	37.97087105	KE						
2801	45105	197	197	245	0	0	-100.7772862	39.34312522	TH						
2802	21306	87.13952082	87.13952082	36	0	0	-97.65233728	39.58080209	CD						
2803	17914	290	290	186	0	0	-100.6645135	39.37976495	SD						
2804	3498	167.0202025	167.0202025	113	0	0	-98.65640261	37.93665035	SF						
2805	48197	0	0	0	0	0	-99.31158742	38.16685317	PN						
2806	29931	264	264	132	0	0	-101.0806181	37.91231961	FI						
2807	51594	495.0636948	495.0636948	251	0	0	-101.9503239	38.87159804	WA						
2808	46803	0	0	0	0	0	-94.9247362	38.99084762	JO						
2809	30470	247	247	240	0	0	-100.866239	39.48778347	TH						
2810	10943	145.7598718	145.7598718	94	0	0	-98.82504641	38.29372279	BT						
2811	29446	113	113	95	0	0	-97.44161953	37.90148177	SG						
2812	6666	223.1050388	223.1050388	120	0	0	-101.6743386	39.63065531	CN						
2813	37629	0	0	0	0	0	-100.7543026	39.21272474	TH						
2814	1213	195	195	120	0	0	-101.9799495	39.63693418	CN						
2815	49228	313	313	160	0	0	-100.6797049	37.53326428	HS						
2816	31257	60.79465768	0	0	60.79465768	0	-98.7732014	38.36813526	BT						
2817	48830	204	204	122	0	0	-101.5909161	39.62130631	CN						
2818	11676	243	243	125	0	0	-100.2267486	37.76958132	GY						
2819	33513	0	0	0	0	0	-101.9818518	37.40648969	ST						
2820	18123	199	199	136	0	0	-100.9236009	37.30799325	SW						
2821	50699	171.4280453	171.4280453	130	0	0	-99.27345502	37.8579621	ED						
2822	40578	83	83	132	0	0	-97.71892209	39.2520865	OT						
2823	31335	0	0	0	0	0	-101.8430411	38.78789449	WA						
2824	44327	91.84872841	91.84872841	85	0	0	-97.59846409	38.62892539	SA						
2825	23520	0	0	0	0	0	-96.56996604	38.40031482	CS						
2826	49119	20.29424492	20.29424492	42	0	0	-96.09595434	39.2022491	PT						
2827	51552	132	132	75	0	0	-99.88852844	38.78571258	TR						
2828	49571	157.0763938	157.0763938	130	0	0	-97.67910823	37.85766928	SG						
2829	47623	24.80274727	0	0	0	0	-99.41154236	37.6167829	KW						
2830	52053	0	0	0	0	0	-99.31420311	37.81949689	ED						
2831	21995	84	84	80	0	0	-101.0903228	39.22137566	TH						
2832	54340	0	0	0	0	0	-100.9559407	37.99543889	FI						
2833	36342	0	0	0	0	0	-101.8717242	38.01248804	HM						
2834	31889	197	197	136	0	0	-100.9271408	37.29007317	SW						
2835	29755	0	0	0	0	0	-99.70976542	37.68540076	FO						
2836	25589	0	0	0	0	0	-101.8201852	38.00559002	HM						
2837	1372	176	176	135	0	0	-97.23503187	37.41006789	SU						
2838	32620	313	313	225	0	0	-101.216498	37.12201507	SV						
2839	42343	0	0	240	0	0	-101.5660226	37.59968494	ST						
2840	52312	147	147	121	0	0	-100.5693808	37.83900918	GY						
2841	494	239	239	122	0	0	-100.5876724	37.84621322	GY						
2842	40253	88.5	88.5	80	0	0	-99.40012398	37.81824705	ED						
2843	1139	144.8333333	144.8333333	110	0	0	-99.4292448	37.83661719	ED						
2844	6356	0	0	0	0	0	-101.2003178	37.60189593	GT						
2845	41581	65	65	60	0	0	-100.6873723	39.16962731	SD						
2846	28687	191	191	360	0	0	-102.0150381	39.24911063	SH						
2847	31277	239	239	130	0	0	-100.1298056	37.76388087	FO						
2848	46232	0	0	0	0	0	-99.30187248	38.85899375	EL						
2849	2637	0	0	0	0	0	-99.48339646	37.78905767	ED						
2850	34209	0.388981467	0	0	0	0.388981467	-100.8090341	39.10415825	GO						
2851	17032	0	0	0	0	0	-101.0944567	37.71278702	GT						
2852	16817	95	95	120	0	0	-100.5157952	37.98720058	GY						
2853	30216	31.15810601	0	0	0	31.15810601	-101.7417496	37.64176535	ST						
2854	16999	0	0	0	0	0	-101.8893701	36.99800665	MT						
2855	38032	0	0	0	0	0	-100.1513605	37.70822726	FO						
2856	5881	465.8717788	0	0	0	0	-96.65599148	39.13815936	RL						
2857	14997	0	0	0	0	0	-100.9575918	37.64965211	HS						
2858	34888	71	71	58	0	0	-99.46434589	37.81102749	ED						
2859	24564	0	0	0	0	0	-97.99513175	38.02085166	RN						
2860	29515	74.70039988	74.70039988	134	0	0	-97.78264615	39.62924677	CD						
2861	12907	81.57716257	0	0	81.57716257	0	-99.74881382	37.63626047	FO						
2862	26621	0	0	0	0	0	-100.6297771	37.67482559	GY						
2863	51921	0	0	0	0	0	-99.63866164	37.28713353	CA						
2864	53181	0	0	0	0	0	-101.3935132	37.98823205	KE						
2865	6977	218	218	97	0	0	-101.3811709	39.41031122	TH						
2866	10444	543	543	360	0	0	-100.8440912	37.31555915	SW						
2867	18554	0	0	0	0	0	-101.0018122	38.4966027	SC						
2868	21394	270.364369	270.364369	115	0	0	-99.99072934	37.73135735	FO						
2869	18395	0	0	0	0	0	-101.299528	37.91147265	KE						
2870	28913	0	0	0	0	0	-99.23275531	38.18062356	FI						
2871	10786	3.712432983	0	0	0	0	-98.3533548	38.52091531	RC						
2872	13421	0	0	0	0	0	-101.1332512	38.62694481	WH						
2873	21577	0	0	0	0	0	-99.97489956	37.94641895	HG						
2874	14376	28.14169667	0	0	28.14169667	0	-98.7407989	38.36045621	BT						
2875	45147	0	0	0	0	0	-99.14430953	39.34712038	RO						
2876	1665	8.229835109	0	0	0	8.229835109	-97.88422687	38.50034451	MP						
2877	39838	126.4384642	126.4384642	125	0	0	-100.6505314	37.94080216	GY						
2878	325	135.3069961	135.3069961	115	0	0	-98.33968112	38.2421705	RC						
2879	54407	0	0	0	0	0	-101.5577873	38.62694837	WH						
2880	38034	120.1297526	120.1297526	126	0	0	-98.60428664	38.30837221	BT						
2881	5420	198	198	154	0	0	-102.0368286	39.23150073	SH						
2882	41027	227	227	130	0	0	-101.2176677	37.90477	KE						
2883	40924	0	0	0	0	0	-101.1261369	37.56145831	GT						
2884	33574	191.6340904	191.6340904	61	0	0	-101.2252047	38.61916698	WH						
2885	70	32	32	130	0	0	-100.3561571	37.71915402	GY						
2886	8554	3.313876588	0	0	3.313876588	0	-97.89853562	38.15569039	RN						
2887	12059	0	0	0	0	0	-98.33953282	38.1480584	RN						
2888	41832	0	0	0	0	0	-102.0195181	39.23487084	SH						
2889	29583	0	0	0	0	0	-102.0053408	39.24986672	SH						
2890	5725	0	0	0	0	0	-101.1770046	37.19636644	SV						
2891	25811	0	0	0	0	0	-97.62079851	39.2483281	OT						
2892	23006	39	39	27	0	0	-99.54591724	39.94416239	PL						
2893	36565	341	341	240	0	0	-101.9577768	39.29184998	SH						
2894	45445	213.3152883	213.3152883	372	0	0	-101.4708091	38.6672311	WH						
2895	43472	0	0	0	0	0	-97.86506543	37.59373474	KM						
2896	2885	240	240	155	0	0	-100.3195992	39.94091551	DC						
2897	47361	130.8539793	130.8539793	104	0	0	-101.3429373	38.51682855	WH						
2898	27779	10.71348561	0	0	10.71348561	0	-98.20837115	37.97255351	RN						
2899	37405	220	220	120	0	0	-101.423092	39.44976023	SH						
2900	8618	0	0	0	0	0	-99.36903077	38.8999474	EL						
2901	10375	133	133	86	0	0	-99.40420282	37.18725864	CM						
2902	29874	107	107	132	0	0	-97.63624992	39.98992802	RP						
2903	25657	21.91216231	0	0	0	21.91216231	-101.2900948	37.84627739	KE						
2904	19938	446.0873221	446.0873221	250	0	0	-100.8279867	37.1084588	SW						
2905	7106	0	0	0	0	0	-100.429352	37.71902444	GY						
2906	43295	207	207	100	0	0	-101.8280637	39.43063743	SH						
2907	41842	0	0	0	0	0	-97.55002899	38.99953987	OT						
2908	4699	16.4983382	16.4983382	43	0	0	-95.74378116	39.09477954	SN						
2909	27423	0	0	0	0	0	-101.1042024	37.51263706	GT						
2910	27576	0	0	0	0	0	-101.1264347	38.49549101	SC						
2911	40215	128.766829	128.766829	130	0	0	-97.43893603	39.4845007	CD						
2912	19329	225	225	130	0	0	-100.3751667	37.42026839	ME						
2913	43727	0	0	0	0	0	-100.4247041	37.34452137	ME						
2914	45158	0	0	0	0	0	-94.86161451	39.06273096	WY						
2915	47288	61.50050176	61.50050176	116	0	0	-95.73074076	39.10031946	SN						
2916	18610	47.87464209	47.87464209	63	0	0	-97.33916295	37.46805934	SU						
2917	50163	63.91666667	63.91666667	100	0	0	-99.23683796	37.98136552	ED						
2918	53112	0	0	0	0	0	-101.9421516	37.7265107	ST						
2919	54656	0	0	0	0	0	-101.7889229	37.56345082	ST						
2920	53917	410	410	250	0	0	-100.8264914	37.23547929	SW						
2921	6576	0	0	0	0	0	-100.7889156	37.63898527	HS						
2922	5247	1.449067212	1.449067212	2	0	0	-97.53576813	38.20171946	MP						
2923	30927	613	613	504	0	0	-101.1307926	37.1773807	SV						
2924	52348	0	0	0	0	0	-101.0672926	39.27800493	TH						
2925	3642	0	0	0	0	0	-96.43236041	39.16956033	RL						
2926	9522	113	113	75	0	0	-98.13730868	37.91404355	RN						
2927	22148	0	0	0	0	0	-99.84572337	37.69388816	FO						
2928	1475	320	320	240	0	0	-101.1674444	37.41711292	GT						
2929	12265	180	180	130	0	0	-98.82739139	37.61196899	PR						
2930	17881	0	0	0	0	0	-97.21933006	37.47326399	SU						
2931	33461	129	129	118	0	0	-100.9889196	37.42314054	HS						
2932	12122	90	90	106	0	0	-100.2149116	37.36489188	ME						
2933	37861	0	0	0	0	0	-100.2342502	37.35781795	ME						
2934	20332	0	0	0	0	0	-100.8201936	37.95780467	FI						
2935	49580	89	89	65	0	0	-99.10936194	38.03263498	PN						
2936	9299	30.84692083	0	0	0	30.84692083	-101.7597115	39.39852835	SH						
2937	40913	0	0	16	0	0	-99.58016694	38.18922598	HG						
2938	18559	0	0	0	0	0	-101.0784411	37.64204099	HS						
2939	32438	96	96	120	0	0	-100.7623847	39.20607682	TH						
2940	33730	0	0	0	0	0	-100.9927292	37.67239898	HS						
2941	54842	0	0	0	0	0	-100.365664	37.66789241	GY						
2942	32687	0	0	0	0	0	-100.0501241	38.64807424	NS						
2943	5772	0	0	0	0	0	-95.71927853	39.36151996	JA						
2944	10777	0	0	0	0	0	-99.05525775	38.47453685	RH						
2945	35979	0	0	0	0	0	-101.1843688	37.94919388	KE						
2946	8761	0	0	0	0	0	-101.0080414	37.62939007	HS						
2947	1700	158	158	401	0	0	-100.6412753	38.57168054	LE						
2948	36663	264.2281288	264.2281288	181	0	0	-101.6818759	37.00001983	MT						
2949	519	0	0	0	0	0	-98.31171176	38.24329033	RC						
2950	28586	93.83000206	93.83000206	90	0	0	-95.84470411	39.10437927	SN						
2951	41299	158.0464691	158.0464691	125	0	0	-101.6552158	38.73193124	WA						
2952	23979	117	117	123	0	0	-101.744841	39.36973903	SH						
2953	41667	142	142	110	0	0	-101.7541313	39.37838879	SH						
2954	15686	0	0	0	0	0	-100.9881337	38.38367705	SC						
2955	8718	0	0	0	0	0	-97.4483636	37.78746206	SG						
2956	47026	327	327	249	0	0	-99.16394644	37.61947816	KW						
2957	18639	210	210	140	0	0	-98.21361409	37.70003627	KM						
2958	52321	163.0459934	163.0459934	130	0	0	-98.17885768	38.26416361	RC						
2959	51034	308.1254929	308.1254929	244	0	0	-100.9161966	38.5258795	SC						
2960	3859	0	0	0	0	0	-99.11165649	38.15741293	PN						
2961	53894	0	0	0	0	0	-98.7885344	38.40896912	BT						
2962	30346	33.38703886	33.38703886	31	0	0	-97.94455567	38.16671544	RN						
2963	10828	0	0	0	0	0	-100.0570543	37.75384657	FO						
2964	50379	0	0	0	0	0	-100.8427917	38.0864243	FI						
2965	11443	0	0	0	0	0	-99.63489688	39.91774009	NT						
2966	11089	102.6677837	102.6677837	127	0	0	-99.63169273	39.91894713	NT						
2967	29260	0	0	0	0	0	-101.1336747	39.36437754	TH						
2968	54905	234.0333465	234.0333465	129	0	0	-100.7240697	37.96312866	FI						
2969	11233	251	251	120	0	0	-101.4715022	39.7314162	CN						
2970	43231	210	210	120	0	0	-101.8652745	39.35798885	SH						
2971	14486	107	107	218	0	0	-100.9394323	37.75498672	FI						
2972	29782	79	79	75	0	0	-100.9491834	39.8610424	RA						
2973	22586	0	0	0	0	0	-101.7839075	36.99639576	MT						
2974	590	110	110	101	0	0	-100.4731869	39.21648538	SD						
2975	19848	205	205	130	0	0	-101.1399024	37.76915976	KE						
2976	26035	0	0	0	0	0	-100.6706421	37.43829139	HS						
2977	48480	87.39270403	87.39270403	67	0	0	-98.80199117	38.39463424	BT						
2978	9363	0	0	0	0	0	-100.7556834	38.01048168	FI						
2979	11390	0	0	0	0	0	-98.21704576	37.63598373	KM						
2980	19909	0	0	0	0	0	-94.81468289	37.41127571	CR						
2981	42267	251	251	125	0	0	-101.0490971	37.68911305	HS						
2982	38590	0	0	0	0	0	-101.002566	37.52221764	HS						
2983	29357	0	0	0	0	0	-101.4035703	38.68019029	WH						
2984	18173	0	0	0	0	0	-100.6554176	37.77391826	FI						
2985	47816	143	143	100	0	0	-99.6293884	38.17167645	HG						
2986	18518	200	200	261	0	0	-99.96593175	37.4500723	CA						
2987	13944	0	0	0	0	0	-100.9291381	38.0192645	FI						
2988	50585	33.56135166	33.56135166	85	0	0	-97.68498506	39.58934374	CD						
2989	34913	180.6347073	180.6347073	135	0	0	-97.34748316	37.49600883	SG						
2990	17722	181	181	384	0	0	-100.8436706	37.67870411	HS						
2991	30370	0	0	0	0	0	-101.7720715	39.81127278	CN						
2992	20178	124.1518363	124.1518363	125	0	0	-96.17546304	39.21088677	PT						
2993	31539	0	0	0	0	0	-100.6612083	37.55323114	HS						
2994	15094	0	0	0	0	0	-98.05746616	38.2008136	RC						
2995	2121	0	0	0	0	0	-98.92207043	38.31458599	BT						
2996	9095	38.69099681	38.69099681	36	0	0	-95.93515682	39.11615897	SN						
2997	7434	0	0	0	0	0	-95.93766986	39.10890109	SN						
2998	2021	0	0	0	0	0	-101.8847743	37.49833659	ST						
2999	38813	0	0	0	0	0	-99.73126987	38.26536637	NS						
3000	548	0	0	0	0	0	-99.70739846	38.2515843	HG						
3001	5329	5.035921326	0	0	5.035921326	0	-97.55223065	38.02287328	HV						
3002	53208	214.9602119	214.9602119	122	0	0	-100.7282415	38.12277109	FI						
3003	23728	67.26540658	67.26540658	95	0	0	-95.86767655	39.11563897	SN						
3004	5116	0	0	0	0	0	-101.3976492	37.32629031	SV						
3005	54648	66	66	60	0	0	-100.8407646	39.08314851	LG						
3006	7062	194.599679	194.599679	130	0	0	-99.18293603	37.93075565	ED						
3007	54778	0	0	0	0	0	-97.44380364	37.78386708	SG						
3008	21264	0	0	0	0	0	-96.03176593	37.60562474	GW						
3009	50216	161	161	132	0	0	-97.72685861	38.32947658	MP						
3010	23119	68	68	52	0	0	-97.57664871	37.77369764	SG						
3011	30974	0	0	0	0	0	-99.06879403	38.48706185	RH						
3012	34300	259	259	125	0	0	-101.1218532	37.72549334	GT						
3013	31573	0	0	0	0	0	-96.86546644	37.79859874	BU						
3014	14578	0	0	0	0	0	-101.7909003	39.78969482	CN						
3015	52812	0	0	0	0	0	-95.31445212	39.99239102	DP						
3016	748	0	0	0	0	0	-97.22360348	39.50623514	CY						
3017	40219	0	0	0	0	0	-100.4463218	38.15251527	FI						
3018	35425	0	0	0	0	0	-98.64780419	37.2811331	BA						
3019	46181	14.58335251	14.58335251	10	0	0	-101.1650632	38.65208615	WH						
3020	4299	10.41948621	0	0	0	0	-97.97186085	38.03267172	RN						
3021	17131	234	234	240	0	0	-101.1062544	39.43070285	TH						
3022	30603	0	0	0	0	0	-100.9625214	38.1353152	FI						
3023	6530	109.0206874	109.0206874	126	0	0	-100.7256677	37.9826367	FI						
3024	11057	68	68	55	0	0	-99.53854571	38.20533556	PN						
3025	44042	0	0	0	0	0	-100.5369462	37.5837315	GY						
3026	5246	124	124	120	0	0	-100.8182858	39.19334687	TH						
3027	25236	0	0	0	0	0	-101.0953876	37.76219365	KE						
3028	13387	0	0	0	0	0	-99.5667573	38.47106741	RH						
3029	4266	348.1192324	348.1192324	185	0	0	-101.9582141	38.8756379	WA						
3030	50248	85	85	37	0	0	-100.8864865	39.12838772	LG						
3031	27204	0	0	0	0	0	-97.53251685	37.82922876	SG						
3032	49844	73	73	77	0	0	-96.79297578	39.04371807	GE						
3033	31453	147	147	32	0	0	-101.8947856	39.39832788	SH						
3034	12532	0	0	0	0	0	-101.1033221	37.78380395	KE						
3035	12359	298.2958469	298.2958469	165	0	0	-100.9387343	37.71796385	HS						
3036	20497	14.18746605	14.18746605	18	0	0	-97.56608486	38.0603229	HV						
3037	35054	0	0	0	0	0	-97.3200496	37.58719164	SG						
3038	44528	220	220	252	0	0	-100.8414921	38.13893403	FI						
3039	34003	0	0	0	0	0	-101.2633715	37.86830393	KE						
3040	50222	0	0	0	0	0	-99.43655516	37.71549488	KW						
3041	17065	0	0	0	0	0	-97.89776011	38.05098625	RN						
3042	8171	0	0	0	0	0	-99.73715973	37.33579401	CA						
3043	41799	398	398	230	0	0	-100.2162946	37.43383418	ME						
3044	4777	0	0	0	0	0	-100.8112664	38.58104565	SC						
3045	800	0	0	0	0	0	-95.60493505	39.07837781	SN						
3046	10747	0	0	0	0	0	-100.9093566	39.08982829	LG						
3047	13681	340	340	245	0	0	-100.8701177	38.06920263	FI						
3048	2008	0	0	0	0	0	-97.3993711	37.81964606	SG						
3049	49060	55.84669067	0	0	0	55.84669067	-100.8503815	38.31192085	SC						
3050	17089	176.3259895	176.3259895	130	0	0	-97.68828273	37.91608634	HV						
3051	13452	0	0	0	0	0	-97.38092861	37.82775506	SG						
3052	35202	71	71	156	0	0	-101.33639	37.28600268	SV						
3053	51779	0	0	0	0	0	-98.14733735	39.89595848	JW						
3054	3652	133.75	133.75	130	0	0	-98.82579058	38.19241944	SF						
3055	39013	82.91666667	82.91666667	159	0	0	-98.87151154	38.44893328	BT						
