OBJECTID	PDIV_ID	Af_used_2012	Af_used_irr_2012	Acres_2012	Af_used_mun_2012	Af_used_stk_2012	long_nad83	lat_nad83	county						
17023	24211	278	278	130	0	0	-100.7439569	37.68710415	HS						
17024	53848	0	0	0	0	0	-101.0442869	37.54017387	HS						
17025	18592	0	0	0	0	0	-100.8947585	37.9694413	FI						
17026	23881	0	0	0	0	0	-100.8993966	37.97313733	FI						
17027	23617	116.408297	116.408297	124	0	0	-101.1556728	38.61967699	WH						
17028	30152	271.5799553	271.5799553	122	0	0	-101.0711479	37.92710485	FI						
17029	60872	0	0	0	0	0	-100.7319892	38.46655662	SC						
17030	16637	43	0	0	0	43	-101.0453501	38.49405983	SC						
17031	10405	0	0	0	0	0	-101.8631906	38.7798715	WA						
17032	36162	425	425	260	0	0	-101.9993811	37.33060105	MT						
17033	3792	0	0	0	0	0	-101.5288029	38.774547	WA						
17034	62502	112	112	85	0	0	-100.4092981	37.88374448	GY						
17035	53137	113	113	80	0	0	-100.7370052	38.1474642	FI						
17036	42798	0	0	0	0	0	-101.0281104	37.82221028	FI						
17037	1500	239	239	122	0	0	-101.9492342	37.00667499	MT						
17038	47002	202	202	125	0	0	-100.8151086	37.84758331	FI						
17039	60408	0	0	0	0	0	-100.6341893	37.72081784	GY						
17040	51871	266	266	245	0	0	-100.4328267	37.4465334	ME						
17041	13219	304	304	123	0	0	-100.2872713	37.64919218	GY						
17042	475	0	0	0	0	0	-101.4858739	37.59235589	GT						
17043	20402	0	0	0	0	0	-101.6394773	38.86790295	WA						
17044	50296	0	0	0	0	0	-101.6403165	38.8676891	WA						
17045	5974	25.35085054	25.35085054	80	0	0	-101.7477707	38.57186655	GL						
17046	63316	0.040877579	0.040877579	3	0	0	-100.9031487	37.06542426	SW						
17047	47136	280.0482429	280.0482429	120	0	0	-100.620873	37.52437408	GY						
17048	46791	0	0	0	0	0	-100.8725366	37.57692643	HS						
17049	29569	488	488	250	0	0	-101.4023852	37.22323426	SV						
17050	8795	356	356	244	0	0	-101.2573575	37.37908657	SV						
17051	16789	139.8053712	139.8053712	120	0	0	-100.9855212	38.48859869	SC						
17052	27753	240	240	145	0	0	-100.7919407	37.93778057	FI						
17053	42923	67	67	45	0	0	-101.3660179	38.50807844	WH						
17054	35248	16.13007172	0	0	0	16.13007172	-100.3182751	37.92163662	GY						
17055	24095	646	646	327	0	0	-101.4074423	37.41766252	GT						
17056	29426	2.123792776	0	0	0	0	-101.5607801	37.32978177	MT						
17057	7746	0	0	0	0	0	-100.3508197	37.28698088	ME						
17058	49904	5.797435024	0	0	0	5.797435024	-101.3221063	38.03180299	KE						
17059	25780	0	0	0	0	0	-100.9805849	37.51854022	HS						
17060	5877	227	227	125	0	0	-100.9949176	37.48984573	HS						
17061	52780	382	382	240	0	0	-101.5132143	37.08308606	SV						
17062	30359	303	303	160	0	0	-100.7008459	37.02799498	SW						
17063	9765	0	0	0	0	0	-100.6885352	37.56411422	HS						
17064	30451	0	0	0	0	0	-100.9490038	38.10187326	FI						
17065	10581	0	0	0	0	0	-100.8914618	38.01218413	FI						
17066	41398	0	0	0	0	0	-101.0986948	37.50382302	GT						
17067	13105	0	0	0	0	0	-101.8167478	37.59280902	ST						
17068	44213	64	64	38	0	0	-100.4440306	38.58330551	LE						
17069	62251	33.88082283	33.88082283	96	0	0	-101.2397547	38.60977004	WH						
17070	40932	147	147	65	0	0	-100.912634	37.98916244	FI						
17071	63009	351	351	320	0	0	-101.5079179	37.65263724	GT						
17072	60786	306	306	125	0	0	-101.3393427	37.40520508	GT						
17073	5841	0	0	0	0	0	-100.9900749	37.6019823	HS						
17074	46729	320	320	250	0	0	-100.5880978	37.15564018	ME						
17075	53532	562	562	260	0	0	-101.1698974	37.19188513	SV						
17076	48041	264	264	160	0	0	-101.3094694	37.71433829	GT						
17077	17713	0	0	0	0	0	-101.2652342	37.89906711	KE						
17078	46462	80	80	101	0	0	-101.2581196	37.78333843	KE						
17079	47173	0	0	0	0	0	-101.2359425	37.86102636	KE						
17080	60134	12.0619547	0	0	0	12.0619547	-100.7822569	38.45542854	SC						
17081	29671	415	415	244	0	0	-100.6252429	37.46615376	ME						
17082	35279	4	4	15	0	0	-100.945149	38.54149938	SC						
17083	30584	0	0	0	0	0	-101.8585376	37.23132087	MT						
17084	43526	0	0	0	0	0	-101.0071643	37.85490762	FI						
17085	14730	37.56993227	0	0	0	37.56993227	-101.6780964	37.05432184	MT						
17086	15793	27.89772012	0	0	0	27.89772012	-101.635986	37.46050026	ST						
17087	8205	345	345	250	0	0	-100.542166	37.14814026	ME						
17088	34081	186.2194684	186.2194684	115	0	0	-100.5216726	38.58744666	LE						
17089	31374	142	142	117	0	0	-100.8858635	38.59410698	SC						
17090	3665	0	0	0	0	0	-101.0661895	37.96033508	FI						
17091	63602	435.0853611	435.0853611	320	0	0	-101.3201148	37.16305604	SV						
17092	30890	229	229	123	0	0	-101.3265384	37.87485802	KE						
17093	41162	304	304	315	0	0	-101.3156846	37.46010293	GT						
17094	8832	130	0	0	0	130	-101.0121549	38.64074457	SC						
17095	39207	59	59	76	0	0	-100.732635	38.50298764	SC						
17096	60909	163	163	91	0	0	-101.1048614	38.60650732	SC						
17097	373	135	135	108	0	0	-101.1278101	38.61703563	SC						
17098	11628	42	42	120	0	0	-100.4159462	37.50407464	GY						
17099	26229	0	0	0	0	0	-100.910606	38.07649201	FI						
17100	25567	268.4908133	268.4908133	108	0	0	-101.0405898	37.27169125	SW						
17101	4286	0	0	0	0	0	-101.5199446	38.71528803	WA						
17102	13836	0	0	0	0	0	-101.1267	37.87599557	KE						
17103	27605	403	403	250	0	0	-101.1895368	37.51116356	GT						
17104	8947	370	370	347	0	0	-101.6008192	37.70319522	ST						
17105	19778	0	0	0	0	0	-100.824263	38.11614797	FI						
17106	8150	19.11487152	19.11487152	48	0	0	-101.6268541	38.78274712	WA						
17107	33997	0	0	0	0	0	-101.4683527	38.61107613	WH						
17108	51350	474	474	304	0	0	-100.7979057	37.48130734	HS						
17109	46899	0	0	0	0	0	-100.6586232	38.48262756	LE						
17110	30038	226	226	104	0	0	-100.8449388	37.19168362	SW						
17111	3664	259.6432112	259.6432112	128	0	0	-100.733455	37.8908026	FI						
17112	26236	0	0	0	0	0	-100.7572074	37.68881417	HS						
17113	48303	0	0	0	0	0	-101.2190189	37.31435979	SV						
17114	40909	198	198	125	0	0	-100.2447698	38.02642082	FI						
17115	8614	0	0	0	0	0	-101.6777673	38.66733136	GL						
17116	54372	29	29	22	0	0	-100.9109402	38.23727519	FI						
17117	18252	84.28392118	84.28392118	250	0	0	-101.6263083	37.61389705	ST						
17118	46938	0	0	0	0	0	-100.9840835	38.1198585	FI						
17119	45571	210	210	125	0	0	-100.7350586	38.07523531	FI						
17120	20660	0	0	0	0	0	-101.3734884	37.72935514	GT						
17121	27100	166	166	87	0	0	-100.5564984	37.75501286	GY						
17122	30088	0	0	0	0	0	-101.01388	37.08945767	SW						
17123	43903	332	332	160	0	0	-100.5666907	37.21736235	ME						
17124	6312	0	0	0	0	0	-101.0984872	37.95999556	FI						
17125	31682	0	0	0	0	0	-101.485536	38.55371697	WH						
17126	52367	47	47	130	0	0	-101.1298861	37.96117193	KE						
17127	24740	0	0	0	0	0	-101.4715872	37.34418392	SV						
17128	31691	400	400	244	0	0	-100.8933755	38.19908223	FI						
17129	41935	0	0	0	0	0	-100.5006986	37.71486275	GY						
17130	20390	0	0	0	0	0	-101.2510607	38.48088234	WH						
17131	23319	399.0627618	399.0627618	250	0	0	-101.7779803	37.63601527	ST						
17132	823	0	0	0	0	0	-101.065042	38.03858213	FI						
17133	29757	182.6337805	182.6337805	124	0	0	-101.3552676	38.49633879	WH						
17134	39775	161	161	120	0	0	-100.9657901	38.11263336	FI						
17135	39381	297.8907537	297.8907537	125	0	0	-100.4016345	37.79172184	GY						
17136	36990	0	0	0	0	0	-101.4255589	37.70625099	GT						
17137	11246	0	0	0	0	0	-101.0560331	38.64604641	SC						
17138	54412	267	267	160	0	0	-101.5351296	37.43928138	ST						
17139	40032	107.5246048	0	0	107.5246048	0	-101.7509399	37.57696998	ST						
17140	9353	0	0	0	0	0	-100.3357133	37.98672902	GY						
17141	53813	238.8576374	238.8576374	120	0	0	-101.7167479	38.75561191	WA						
17142	44083	54.00014117	54.00014117	26	0	0	-102.0239519	37.33809959	MT						
17143	48957	0	0	0	0	0	-101.5038791	38.6839236	WH						
17144	22726	156.758764	0	0	156.758764	0	-101.3929581	37.56945843	GT						
17145	51774	0	0	0	0	0	-100.9142797	38.25958303	FI						
17146	2939	0	0	0	0	0	-101.0482823	37.12725329	SW						
17147	36993	0	0	0	0	0	-100.8085963	37.94622864	FI						
17148	61006	95	95	64	0	0	-100.3918469	37.94110482	GY						
17149	24816	0	0	0	0	0	-100.3177874	37.81750647	GY						
17150	33124	0	0	0	0	0	-101.4752184	38.50387699	WH						
17151	34683	478	478	0	0	0	-101.1739158	38.01273239	KE						
17152	18684	105.2551626	0	0	0	105.2551626	-100.3215104	37.92851045	GY						
17153	24473	0	0	0	0	0	-100.2719224	37.34239101	ME						
17154	15962	253	253	160	0	0	-101.652871	37.41869585	ST						
17155	19333	0	0	0	0	0	-100.4412137	38.5758526	LE						
17156	45759	88	88	135	0	0	-101.2720034	37.43490336	GT						
17157	6065	52.27849539	52.27849539	125	0	0	-101.8363312	38.69812223	WA						
17158	48113	0	0	0	0	0	-101.1416594	37.85686318	KE						
17159	14571	273	273	140	0	0	-101.2856828	37.73980206	KE						
17160	45937	0	0	0	0	0	-101.8352676	37.62196929	ST						
17161	14465	0.041429979	0	0	0	0.041429979	-100.7236329	37.77395965	FI						
17162	25694	361	361	224	0	0	-100.7012935	37.67879295	HS						
17163	43136	294	294	254	0	0	-101.3517964	37.14485509	SV						
17164	42052	0	0	0	0	0	-100.5007354	37.84528775	GY						
17165	43161	34.44733943	34.44733943	70	0	0	-97.48884844	39.55735006	CD						
17166	27375	73	73	58	0	0	-100.5957475	39.79126867	DC						
17167	24639	370	370	210	0	0	-101.3902411	39.56189891	SH						
17168	13002	191	191	120	0	0	-101.603196	39.78971452	CN						
17169	37344	145.8789447	145.8789447	133	0	0	-97.77627602	39.76148496	RP						
17170	1908	0	0	0	0	0	-97.82560837	38.55380061	MP						
17171	5464	145	145	65	0	0	-100.5398007	39.4592642	SD						
17172	43981	56	56	52	0	0	-100.7832347	39.18044715	TH						
17173	10454	44.19197731	44.19197731	240	0	0	-100.3079026	37.48391301	GY						
17174	61513	0	0	0	0	0	-98.62308488	39.80869582	SM						
17175	52880	144.780283	144.780283	132	0	0	-97.7761848	39.71809222	RP						
17176	22370	19	19	29	0	0	-101.937908	39.69948363	CN						
17177	34550	125	125	75	0	0	-100.3908016	39.8888524	DC						
17178	36799	289	289	250	0	0	-100.6975745	39.41560461	SD						
17179	28329	0	0	0	0	0	-99.75984524	38.77118289	TR						
17180	51674	127	127	60	0	0	-99.75307856	39.85030175	NT						
17181	35668	121	121	107	0	0	-100.9636897	39.23137589	TH						
17182	2962	0	0	0	0	0	-97.48090287	39.59568792	CD						
17183	9246	205	205	120	0	0	-100.7254152	39.40504471	TH						
17184	13755	0	0	0	0	0	-98.47403178	39.62506698	JW						
17185	7122	376	376	244	0	0	-100.9967914	39.36859423	TH						
17186	20056	0	0	0	0	0	-100.121534	39.58650898	NT						
17187	9824	327.7019251	327.7019251	360	0	0	-102.0166257	38.87388755	WA						
17188	63090	128	128	105	0	0	-101.4382215	39.77891626	CN						
17189	23165	0	0	0	0	0	-97.63853631	39.60616131	CD						
17190	28847	12.72299302	12.72299302	14	0	0	-97.81214069	39.92409013	RP						
17191	9879	55.77856137	55.77856137	58	0	0	-100.8797673	38.50279869	SC						
17192	53045	212.8641618	212.8641618	113	0	0	-101.484542	38.57289965	WH						
17193	3355	31.87039475	31.87039475	47	0	0	-100.2092685	37.33296921	ME						
17194	16268	604.9206539	604.9206539	240	0	0	-101.9733825	38.87669377	WA						
17195	63270	2.172772218	0	0	2.172772218	0	-97.60247137	38.93545128	SA						
17196	27269	0	0	0	0	0	-99.61472289	39.23113495	GH						
17197	49858	0	0	0	0	0	-97.80551479	39.80671326	RP						
17198	15500	190	190	138	0	0	-100.1466943	37.50915411	FO						
17199	3534	183	183	140	0	0	-101.6606785	39.38392945	SH						
17200	34454	229.9179686	229.9179686	140	0	0	-101.6657787	39.38251943	SH						
17201	28829	119	119	68	0	0	-101.1044748	39.57717144	RA						
17202	2006	157	157	120	0	0	-101.9589663	39.22823128	SH						
17203	32854	127	127	120	0	0	-101.6510781	39.29326132	SH						
17204	64897	21.26125131	0	0	0	21.26125131	-101.8142119	38.00652304	HM						
17205	28467	0	0	0	0	0	-99.5238007	39.96051543	PL						
17206	44540	0	0	0	0	0	-101.9604391	39.75177316	CN						
17207	48502	34	34	72	0	0	-100.5215503	39.4703141	SD						
17208	14776	0	0	0	0	0	-101.1054868	39.51425788	TH						
17209	5085	4	4	40	0	0	-100.6769692	38.94038061	GO						
17210	34561	0	0	0	0	0	-100.8840988	37.99589312	FI						
17211	5317	75	75	90	0	0	-100.5947005	39.19436688	SD						
17212	63274	0	0	0	0	0	-97.61054468	38.60588577	MP						
17213	1690	0	0	0	0	0	-99.96318648	38.72509751	TR						
17214	44139	0	0	0	0	0	-99.90350576	39.82247863	NT						
17215	62634	28.64806307	0	0	28.64806307	0	-102.0118949	38.04552331	HM						
17216	12733	0	0	0	0	0	-99.6100445	39.01097357	TR						
17217	32653	0	0	0	0	0	-100.4278561	38.79145359	GO						
17218	37846	397	397	260	0	0	-100.4174068	37.22299294	ME						
17219	6869	0	0	0	0	0	-101.1632682	37.67436129	GT						
17220	19726	0	0	0	0	0	-99.35904141	38.9023644	EL						
17221	31786	0	0	0	0	0	-100.8088441	39.10294827	GO						
17222	20769	0	0	0	0	0	-100.0238154	39.78328594	NT						
17223	715	0	0	0	0	0	-99.41260274	39.99286339	PL						
17224	40222	1.43930815	1.43930815	9	0	0	-98.71632353	39.44086253	OB						
17225	61397	0	0	0	0	0	-99.80241719	39.91615873	NT						
17226	22990	5.115221374	0	0	5.115221374	0	-99.02967737	39.18634084	OB						
17227	49480	0	0	0	0	0	-99.54063353	38.93095378	EL						
17228	45428	167.0281816	167.0281816	125	0	0	-100.9577495	39.22371603	TH						
17229	1834	230	230	261	0	0	-101.6470481	39.35927005	SH						
17230	29635	289.7091002	289.7091002	180	0	0	-102.0420245	38.86422061	WA						
17231	37736	125	125	134	0	0	-100.6049389	39.07514843	GO						
17232	19328	190	190	125	0	0	-100.3924779	39.5095436	SD						
17233	37597	135	135	105	0	0	-100.4885594	39.45148424	SD						
17234	2479	0	0	0	0	0	-101.5408835	38.48699656	WH						
17235	12819	99	99	41	0	0	-99.88480891	38.9753689	TR						
17236	62901	0	0	0	0	0	-100.4773414	39.10676024	GO						
17237	41308	173.1628873	173.1628873	310	0	0	-97.77245173	38.46850796	MP						
17238	43036	201	201	180	0	0	-101.7354007	39.3363798	SH						
17239	11184	40.77538507	40.77538507	69	0	0	-100.1660107	39.34937425	SD						
17240	3452	287	287	120	0	0	-101.8031924	39.24905135	SH						
17241	47111	149	149	120	0	0	-100.5913202	39.18159704	SD						
17242	53953	245	245	136	0	0	-100.9511229	37.95350382	FI						
17243	27629	50	50	42	0	0	-100.2318833	39.3494441	SD						
17244	9282	105	105	124	0	0	-100.6702137	39.38303492	SD						
17245	34863	126	126	91	0	0	-100.1692873	38.88475031	GO						
17246	20015	0	0	0	0	0	-100.1414982	39.12977234	TR						
17247	36316	0	0	0	0	0	-97.88249176	38.04327028	RN						
17248	36888	129	129	125	0	0	-97.7248824	37.93777391	RN						
17249	61916	0	0	0	0	0	-99.55220694	39.92597506	PL						
17250	25043	0	0	0	0	0	-97.44552411	37.76663413	SG						
17251	20020	0	0	0	0	0	-97.43626363	38.14635734	HV						
17252	5413	169.1297556	169.1297556	130	0	0	-98.34396851	37.88073522	RN						
17253	17129	0	0	0	0	0	-99.27125121	38.14873204	PN						
17254	12393	105	105	130	0	0	-99.01808055	37.78745639	ED						
17255	9477	0	0	0	0	0	-99.3582464	38.89169648	EL						
17256	21632	13.7584356	13.7584356	23	0	0	-99.35787239	38.89120148	EL						
17257	60141	0	0	0	0	0	-97.22484885	37.6874434	SG						
17258	1174	0	0	0	0	0	-98.45793223	38.38053597	RC						
17259	34318	77.00666869	77.00666869	134	0	0	-97.56948917	38.20690942	MP						
17260	53099	189	189	131	0	0	-101.6872588	39.89775342	CN						
17261	11512	153	153	127	0	0	-101.6851287	39.90228344	CN						
17262	28249	217.8317697	217.8317697	80	0	0	-101.3668593	38.92154995	LG						
17263	7373	105.5899752	105.5899752	75	0	0	-97.60117227	37.9377315	HV						
17264	1775	5.887353422	0	0	0	0	-98.04092195	38.10433169	RN						
17265	45598	0	0	0	0	0	-99.78619006	38.29166946	NS						
17266	27221	155	155	130	0	0	-99.43273181	37.88784907	ED						
17267	20684	142	142	54	0	0	-99.68129299	39.90376547	NT						
17268	64176	0	0	0	0	0	-97.96106297	37.77262304	RN						
17269	31420	0	0	0	0	0	-97.93443041	37.98854178	RN						
17270	63485	0	0	0	0	0	-97.97986339	37.78112318	RN						
17271	11159	106	106	120	0	0	-101.3012791	39.52200014	TH						
17272	49314	32.47619311	32.47619311	33	0	0	-99.99231213	38.9938482	TR						
17273	51983	128.2196464	128.2196464	92	0	0	-98.65275545	37.51796924	PR						
17274	27573	0	0	0	0	0	-98.86241392	38.03277172	SF						
17275	21272	47	47	45	0	0	-100.0696469	39.29208474	GH						
17276	24286	0	0	0	0	0	-97.8992078	37.95212682	RN						
17277	11208	138	138	125	0	0	-98.42215329	37.96636853	RN						
17278	63255	191.6661296	191.6661296	120	0	0	-98.4585749	37.94428555	RN						
17279	22989	22.05609312	22.05609312	19	0	0	-99.44801296	38.19563497	PN						
17280	29205	163.6686706	0	0	0	0	-97.3304254	37.7398597	SG						
17281	24807	147.0549423	147.0549423	115	0	0	-98.86733042	37.95060113	SF						
17282	9179	156.1112288	156.1112288	215	0	0	-99.76104539	37.13354756	CA						
17283	40121	123.0623813	123.0623813	123	0	0	-99.64297882	38.1650166	HG						
17284	12612	198.6368003	198.6368003	130	0	0	-98.81628544	37.89437981	SF						
17285	10653	0	0	0	0	0	-97.97531789	37.74450042	RN						
17286	5758	141	141	125	0	0	-100.1762889	37.78149898	FO						
17287	44094	246	246	130	0	0	-100.4685089	39.41566449	SD						
17288	46802	175.1666667	175.1666667	130	0	0	-98.88077119	37.54667721	PR						
17289	46876	73	73	35	0	0	-99.63864162	37.30016432	CA						
17290	16427	168.4481558	168.4481558	120	0	0	-99.22805512	37.74430842	ED						
17291	30144	0.087770177	0	0	0	0	-98.93060387	38.42121558	BT						
17292	6783	0	0	0	0	0	-97.4783177	37.79464275	SG						
17293	49190	153.5	153.5	130	0	0	-98.82840175	37.48405902	PR						
17294	5273	132	132	120	0	0	-99.26325009	37.63832787	KW						
17295	61553	161.9270771	161.9270771	130	0	0	-99.35560255	37.85115667	ED						
17296	60609	28.41758963	28.41758963	28	0	0	-98.06794742	37.72617459	KM						
17297	51751	0	0	0	0	0	-100.7379936	39.93852493	DC						
17298	45186	49	49	35	0	0	-100.3499017	38.82995163	GO						
17299	18370	153.217268	153.217268	130	0	0	-98.69666047	38.01739063	SF						
17300	51088	0	0	0	0	0	-99.88854804	37.61024061	FO						
17301	34894	186.5	186.5	122	0	0	-98.88091142	37.97453818	SF						
17302	60233	0	0	0	0	0	-98.25202176	38.15969241	RN						
17303	25629	315	315	250	0	0	-99.9947126	37.69971751	FO						
17304	7950	1.550401871	1.550401871	1	0	0	-99.34046182	38.87335162	EL						
17305	36967	0	0	0	0	0	-98.1822636	37.91663189	RN						
17306	60793	0	0	0	0	0	-98.60896394	37.71178859	PR						
17307	17539	191.7535929	191.7535929	130	0	0	-98.72866338	37.90187975	SF						
17308	24136	0	0	0	0	0	-98.74242625	37.95955523	SF						
17309	2516	190.4118754	190.4118754	120	0	0	-99.69057701	37.52600011	FO						
17310	64518	0	0	0	0	0	-97.50946837	38.02723125	HV						
17311	29725	178	178	130	0	0	-99.97489455	37.41402526	CA						
17312	28641	0	0	0	0	0	-98.33007595	37.91520379	RN						
17313	41848	0	0	0	0	0	-97.58564994	38.15588994	HV						
17314	13631	285.7355049	285.7355049	135	0	0	-98.70736098	37.78062591	PR						
17315	17351	87.10238729	0	0	0	0	-98.3979632	37.67410746	KM						
17316	26807	115.7013482	115.7013482	113	0	0	-98.2476208	38.22452118	RC						
17317	44868	315.7301957	0	0	315.7301957	0	-97.53805998	37.97085156	HV						
17318	39811	0	0	0	0	0	-99.94736527	37.69536641	FO						
17319	30124	171.6091097	171.6091097	130	0	0	-98.67794197	37.90799766	SF						
17320	49333	179	179	130	0	0	-99.14600562	37.78808627	ED						
17321	11759	194.5551801	194.5551801	130	0	0	-98.89000011	38.04024169	SF						
17322	35712	179	179	75	0	0	-99.19181535	37.93788963	ED						
17323	21357	193.9641124	193.9641124	130	0	0	-99.18262297	37.80246618	ED						
17324	39499	78.93914703	78.93914703	86	0	0	-97.06891333	38.95068939	DK						
17325	16194	0	0	0	0	0	-95.13631292	38.76954838	DG						
17326	20575	0	0	0	0	0	-97.36222385	37.69679272	SG						
17327	61635	41.65093862	0	0	41.65093862	0	-97.57305205	37.91191156	SG						
17328	54470	0	0	0	0	0	-99.02648968	38.04019545	PN						
17329	50872	0	0	0	0	0	-96.95480679	38.68891028	DK						
17330	10334	0	0	0	0	0	-99.2457089	37.89435883	ED						
17331	28651	250.8907445	0	0	250.8907445	0	-95.07025516	39.10825092	LV						
17332	60908	146	146	130	0	0	-99.52457498	38.22581178	PN						
17333	641	0	0	0	0	0	-99.35298004	37.96085632	ED						
17334	28564	0	0	0	0	0	-97.72162226	38.12567824	RN						
17335	51106	221.4166667	221.4166667	130	0	0	-99.17324284	37.64854976	KW						
17336	53055	0	0	0	0	0	-99.29387743	38.46283935	RH						
17337	33135	106.1666667	106.1666667	130	0	0	-99.15066162	38.03993296	PN						
17338	27477	0	0	0	0	0	-99.6528184	38.22399615	HG						
17339	40065	0	0	0	0	0	-96.37952936	39.9868382	MS						
17340	22284	210.4425029	210.4425029	130	0	0	-99.26808922	37.96745571	ED						
17341	8237	143.903195	143.903195	122	0	0	-99.48327943	37.82927356	ED						
17342	22831	137	137	149	0	0	-98.98840164	38.12388224	PN						
17343	28644	0	0	0	0	0	-98.45855522	37.23657286	BA						
17344	9529	93.98498087	93.98498087	196	0	0	-96.01521938	39.16218802	SN						
17345	8763	137.8221948	137.8221948	152	0	0	-97.19963221	39.40461597	CY						
17346	13273	135	135	70	0	0	-97.57610396	38.09370123	HV						
17347	9895	170	170	112	0	0	-98.91738345	37.7658097	PR						
17348	37623	552.2557856	0	0	0	0	-97.95314001	38.0419521	RN						
17349	46923	0	0	0	0	0	-99.60661022	37.71101893	FO						
17350	8170	0	0	0	0	0	-98.31895852	38.18845791	RC						
17351	17651	0	0	0	0	0	-99.07433407	38.5083137	RH						
17352	17471	193.9263651	193.9263651	130	0	0	-98.22502924	38.30059063	RC						
17353	20325	26.91414174	0	0	26.91414174	0	-98.4157546	38.58382049	EW						
17354	2758	98.08624187	98.08624187	100	0	0	-97.31746925	39.56035849	CY						
17355	41351	195	195	130	0	0	-99.04059655	38.15246204	PN						
17356	31468	0	0	0	0	0	-97.79027454	38.01294338	RN						
17357	64938	144.1863613	0	0	0	0	-97.55313611	37.50531812	SG						
17358	17711	31	31	24	0	0	-98.53062588	38.35435383	BT						
17359	38601	0	0	0	0	0	-97.20299434	37.05587492	SU						
17360	50493	63	63	73	0	0	-99.9563664	38.26132739	HG						
17361	51856	53.47750966	0	0	53.47750966	0	-99.05166791	38.47837208	RH						
17362	33238	241	241	150	0	0	-99.01091551	38.21826361	PN						
17363	20162	0	0	0	0	0	-99.47216015	37.6787755	KW						
17364	49022	0	0	0	0	0	-97.70309762	38.14571605	RN						
17365	53053	175.6109387	175.6109387	130	0	0	-99.07287561	37.90895069	ED						
17366	1276	0	0	0	0	0	-98.70975782	38.25628069	SF						
17367	27841	0	0	0	0	0	-95.88538232	39.10979413	SN						
17368	14403	196	196	130	0	0	-99.29934311	37.6271832	KW						
17369	46511	208.6475107	208.6475107	170	0	0	-99.42292379	37.73586956	ED						
17370	12349	185.75	185.75	130	0	0	-99.08226196	37.80219325	ED						
17371	42044	87.58911282	0	0	0	87.58911282	-98.38736246	37.70714719	KM						
17372	38556	66.78758083	66.78758083	130	0	0	-99.9778995	37.96709882	HG						
17373	44293	0	0	0	0	0	-97.16125025	39.39077613	CY						
17374	27844	0	0	0	0	0	-96.28393456	37.00456845	CQ						
17375	33731	361.6468877	0	0	361.6468877	0	-94.92389364	38.98344451	JO						
17376	32709	0	0	0	0	0	-95.1009476	38.94904976	DG						
17377	20082	0	0	0	0	0	-96.03481745	39.8365782	NM						
17378	29809	0	0	0	0	0	-96.48304039	38.66655749	MR						
17379	1718	128	128	125	0	0	-97.65521996	39.99033842	RP						
17380	52574	0	0	0	0	0	-97.163859	39.42298554	CY						
17381	32067	78.80902621	78.80902621	80	0	0	-96.19862368	39.22763649	PT						
17382	45508	0	0	0	0	0	-95.11775667	38.36612448	AN						
17383	29135	102.6082473	0	0	102.6082473	0	-95.0768465	38.55036343	FR						
17384	15826	82.62992595	0	0	82.62992595	0	-97.02144168	38.9693091	DK						
17385	5519	255	255	196	0	0	-99.63853837	37.50072915	FO						
17386	64072	0	0	0	0	0	-97.28257861	39.57369863	WS						
17387	49183	43.27131112	43.27131112	63	0	0	-97.12850409	38.32729514	MN						
17388	15486	90.07890109	90.07890109	253	0	0	-96.56906222	39.23513571	RL						
17389	64411	83.91666667	83.91666667	119	0	0	-94.90125414	39.01229453	WY						
17390	14547	183.5	183.5	130	0	0	-99.06368971	37.7240599	KW						
17391	2770	0	0	0	0	0	-95.79351361	39.10508132	SN						
17392	37245	0	0	0	0	0	-97.23879993	39.50055232	CY						
17393	11742	87.53816929	87.53816929	90	0	0	-95.19952941	38.99881184	DG						
17394	46003	383.0861345	0	0	383.0861345	0	-97.28790927	38.90985993	DK						
17395	49429	111	111	133	0	0	-97.69279005	39.98342909	RP						
17396	36831	0	0	0	0	0	-96.81184409	38.69147493	MR						
17397	60075	0	0	0	0	0	-96.44308726	39.23225695	PT						
17398	23834	4.880758383	4.880758383	2	0	0	-96.25785734	39.86650949	MS						
17399	61062	0	0	0	0	0	-95.35373636	39.9085803	BR						
17400	42483	118.8333333	118.8333333	130	0	0	-97.67026655	37.97432644	HV						
17401	64693	72	72	108	0	0	-97.30325989	39.62144978	WS						
17402	1869	2.474136952	2.474136952	4	0	0	-95.27228913	39.3196874	JF						
17403	49628	166.3333333	166.3333333	120	0	0	-99.13700363	37.98883735	ED						
17404	54901	242.0836517	242.0836517	128	0	0	-101.0435551	37.97802355	FI						
17405	36553	0	0	0	0	0	-101.6677525	38.51197077	GL						
17406	28193	0	0	0	0	0	-96.48383417	38.66656669	MR						
17407	44136	0	0	0	0	0	-96.40370726	39.39284135	PT						
17408	60859	67.73126368	67.73126368	90	0	0	-96.44348769	39.16684866	RL						
17409	61649	105.3352606	105.3352606	100	0	0	-99.25482959	37.83619605	ED						
17410	60301	195	195	135	0	0	-98.87266914	37.62658554	PR						
17411	19211	0	0	0	0	0	-96.87128275	39.0620058	GE						
17412	16000	107.8560446	107.8560446	150	0	0	-95.87466995	39.09248044	SN						
17413	2079	0	0	0	0	0	-95.80982307	39.08856958	SN						
17414	36892	12.64074684	0	0	12.64074684	0	-95.49802764	38.68150785	FR						
17415	61188	168.0461315	0	0	168.0461315	0	-97.34039844	37.79561502	SG						
17416	18849	139.5833333	139.5833333	130	0	0	-99.14180271	37.87970786	ED						
